,dataset_id,dataset_name,Source,CZI CellXGene,Human Cell Atlas DCP,CXG + HCA (BOTH),"matched at (src, dest)",sex,development_stage,organs,organ_cell_count,total_cell_count,disease,publication_name / collection_name,doi_title_same_as_dataset_title,doi_id,doi_url,doi_title
10,99950e99-2758-41d2-b2c9-643edcdf6d82,Single cell RNA sequencing of follicular lymphoma,CZI CXG,1,0,0,,unknown,unknown,lymph node,N/A,137147,follicular lymphoma | normal,Single cell RNA sequencing of follicular lymphoma,False,10.1182/blood-2019-129445,http://dx.doi.org/10.1182/blood-2019-129445,Site to Site Comparison of Follicular Lymphoma Biopsies By Single Cell RNA Sequencing
11,3faad104-2ab8-4434-816d-474d8d2641db,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease,CZI CXG,1,0,0,,female | male,19-year-old human stage | 20-year-old human stage | 21-year-old human stage | 22-year-old human stage | 23-year-old human stage | 24-year-old human stage | 25-year-old human stage | 26-year-old human stage | 27-year-old human stage | 28-year-old human stage | 29-year-old human stage | 30-year-old human stage | 31-year-old human stage | 32-year-old human stage | 33-year-old human stage | 34-year-old human stage | 35-year-old human stage | 36-year-old human stage | 37-year-old human stage | 38-year-old human stage | 39-year-old human stage | 40-year-old human stage | 41-year-old human stage | 42-year-old human stage | 43-year-old human stage | 44-year-old human stage | 45-year-old human stage | 46-year-old human stage | 47-year-old human stage | 48-year-old human stage | 49-year-old human stage | 50-year-old human stage | 51-year-old human stage | 52-year-old human stage | 53-year-old human stage | 54-year-old human stage | 55-year-old human stage | 56-year-old human stage | 57-year-old human stage | 58-year-old human stage | 59-year-old human stage | 60-year-old human stage | 61-year-old human stage | 62-year-old human stage | 63-year-old human stage | 64-year-old human stage | 65-year-old human stage | 66-year-old human stage | 67-year-old human stage | 68-year-old human stage | 69-year-old human stage | 70-year-old human stage | 71-year-old human stage | 72-year-old human stage | 73-year-old human stage | 74-year-old human stage | 75-year-old human stage | 76-year-old human stage | 77-year-old human stage | 78-year-old human stage | 79-year-old human stage | 80-year-old human stage | 81-year-old human stage | 82-year-old human stage | 83-year-old human stage | 84-year-old human stage | 85-year-old human stage | 86-year-old human stage | 87-year-old human stage | 88-year-old human stage | 89-year-old human stage | 90-year-old human stage | 91-year-old human stage | 93-year-old human stage | 94-year-old human stage | 95-year-old human stage | 96-year-old human stage | 97-year-old human stage,blood,N/A,1248980,normal,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease,False,10.1126/science.abf3041,http://dx.doi.org/10.1126/science.abf3041,Single-cell eQTL mapping identifies cell type–specific genetic control of autoimmune disease
12,07854d9c-5375-4a9b-ac34-fa919d3c3686,Single-nucleus RNA-seq of the Adult Human Kidney (Version 1.0),CZI CXG,1,0,0,,female | male,14-year-old human stage | 29-year-old human stage | 45-year-old human stage | 54-year-old human stage | 57-year-old human stage | 59-year-old human stage | 63-year-old human stage | 66-year-old human stage | 69-year-old human stage | 76-year-old human stage | eighth decade human stage | fourth decade human stage | seventh decade human stage | sixth decade human stage | third decade human stage,cortex of kidney | renal medulla | renal papilla,N/A,172847,acute kidney failure | chronic kidney disease | normal,An atlas of healthy and injured cell states and niches in the human kidney,False,10.17504/protocols.io.nahdab6,http://dx.doi.org/10.17504/protocols.io.nahdab6,Nuclei isolation from human kidney for single-nucleus RNA-seq v1
13,0b75c598-0893-4216-afe8-5414cab7739d,Integrated Single-nucleus and Single-cell RNA-seq of the Adult Human Kidney,CZI CXG,1,0,0,,female | male,14-year-old human stage | 29-year-old human stage | 30-year-old human stage | 31-year-old human stage | 35-year-old human stage | 36-year-old human stage | 39-year-old human stage | 40-year-old human stage | 41-year-old human stage | 42-year-old human stage | 43-year-old human stage | 45-year-old human stage | 47-year-old human stage | 48-year-old human stage | 49-year-old human stage | 52-year-old human stage | 53-year-old human stage | 54-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 63-year-old human stage | 64-year-old human stage | 66-year-old human stage | 69-year-old human stage | 70-year-old human stage | 76-year-old human stage | eighth decade human stage | fifth decade human stage | fourth decade human stage | seventh decade human stage | sixth decade human stage | third decade human stage,cortex of kidney | kidney | renal medulla | renal papilla,N/A,304652,acute kidney failure | chronic kidney disease | normal,An atlas of healthy and injured cell states and niches in the human kidney,False,10.17504/protocols.io.nahdab6,http://dx.doi.org/10.17504/protocols.io.nahdab6,Nuclei isolation from human kidney for single-nucleus RNA-seq v1
14,32b9bdce-2481-4c85-ba1b-6ad5fcea844c,Single-cell RNA-seq of the Adult Human Kidney (Version 1.0),CZI CXG,1,1,1,"(14, 287)",female | male,30-year-old human stage | 31-year-old human stage | 35-year-old human stage | 39-year-old human stage | 40-year-old human stage | 41-year-old human stage | 42-year-old human stage | 47-year-old human stage | 48-year-old human stage | 49-year-old human stage | 52-year-old human stage | 53-year-old human stage | 56-year-old human stage | 57-year-old human stage | 66-year-old human stage | eighth decade human stage | fifth decade human stage | fourth decade human stage | seventh decade human stage | sixth decade human stage | third decade human stage,kidney,N/A,107344,acute kidney failure | chronic kidney disease | normal,An atlas of healthy and injured cell states and niches in the human kidney,False,10.1007/s13238-020-00816-5,http://dx.doi.org/10.1007/s13238-020-00816-5,Single-cell RNA-Seq analysis identified kidney progenitor cells from human urine
15,ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3,"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",CZI CXG,1,0,0,,female | male,1-year-old human stage | 3-year-old human stage | 4-year-old human stage | 5-year-old human stage | 6-year-old human stage | 7-year-old human stage | 8-year-old human stage | 9-year-old human stage,blood,N/A,836148,COVID-19 | influenza | normal,A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,False,10.26226/morressier.5ebd45acffea6f735881af34,http://dx.doi.org/10.26226/morressier.5ebd45acffea6f735881af34,Putative cell type discovery from single-cell gene expression data
16,524e045e-e74c-4e00-9884-d5c3bef3d862,Healthy human liver: hepatic stellate cells,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,1374,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1002/hep.24511,http://dx.doi.org/10.1002/hep.24511,Human hepatic stellate cells are liver-resident antigen-presenting cells
17,0895c838-e550-48a3-a777-dbcd35d30272,Healthy human liver: B cells,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,146,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1016/j.jhep.2013.08.007,http://dx.doi.org/10.1016/j.jhep.2013.08.007,CD141+ myeloid dendritic cells are enriched in healthy human liver
18,bf176af2-4432-4391-9b35-e21bd86ca4f8,Healthy human liver: liver sinusoidal endothelial cells,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,6289,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1002/cphy.c140078,http://dx.doi.org/10.1002/cphy.c140078,Liver Sinusoidal Endothelial Cells
19,9f049476-2431-4645-a2d6-f6e85892b603,Healthy human liver: cholangiocytes,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,1861,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1038/nrgastro.2017.108,http://dx.doi.org/10.1038/nrgastro.2017.108,Cholangiocytes regenerate hepatocytes during severe liver injury
20,3b6ed41e-10a1-47dd-b995-8cde7d041fd6,Healthy human liver: macrophages,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,3977,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1007/s00424-017-1954-6,http://dx.doi.org/10.1007/s00424-017-1954-6,Liver macrophages in healthy and diseased liver
21,ddb22b3d-a75c-4dd1-9730-dff7fc8ca530,Healthy human liver: integrated,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,73295,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1016/j.jhep.2013.08.007,http://dx.doi.org/10.1016/j.jhep.2013.08.007,CD141+ myeloid dendritic cells are enriched in healthy human liver
22,8faa2c07-0080-4627-b1d7-e645a780d752,Healthy human liver: hepatocytes,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,50259,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1097/01.tp.0000140982.88704.41,http://dx.doi.org/10.1097/01.tp.0000140982.88704.41,Human Hepatocytes Isolation for Liver Cell Therapy: Whole Marginal Livers or Healthy Segments from Splitting?
23,a49d9109-1d0c-4b36-8139-19aa9a83428c,Healthy human liver: lymphocytes,CZI CXG,1,0,0,,female | male,human adult stage | mature stage,caudate lobe of liver,N/A,2346,normal,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",False,10.1111/j.1440-1746.1995.tb01796.x,http://dx.doi.org/10.1111/j.1440-1746.1995.tb01796.x,Human liver-associated lymphocytes: An overview
24,c7775e88-49bf-4ba2-a03b-93f00447c958,Single-cell multi-omics analysis of the immune response in COVID-19,CZI CXG,1,0,0,,female | male,eighth decade human stage | fifth decade human stage | fourth decade human stage | ninth decade human stage | seventh decade human stage | sixth decade human stage | tenth decade human stage | third decade human stage,blood,N/A,647366,COVID-19 | normal | respiratory system disease,Single-cell multi-omics analysis of the immune response in COVID-19,True,10.1038/s41591-021-01329-2,http://dx.doi.org/10.1038/s41591-021-01329-2,Single-cell multi-omics analysis of the immune response in COVID-19
25,218acb0f-9f2f-4f76-b90b-15a4b7c7f629,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples,CZI CXG,1,0,0,,female | male,20-year-old human stage | 21-year-old human stage | 22-year-old human stage | 23-year-old human stage | 24-year-old human stage | 25-year-old human stage | 26-year-old human stage | 27-year-old human stage | 28-year-old human stage | 29-year-old human stage | 30-year-old human stage | 31-year-old human stage | 32-year-old human stage | 33-year-old human stage | 34-year-old human stage | 35-year-old human stage | 36-year-old human stage | 37-year-old human stage | 38-year-old human stage | 39-year-old human stage | 40-year-old human stage | 41-year-old human stage | 42-year-old human stage | 43-year-old human stage | 44-year-old human stage | 45-year-old human stage | 46-year-old human stage | 47-year-old human stage | 48-year-old human stage | 49-year-old human stage | 50-year-old human stage | 51-year-old human stage | 52-year-old human stage | 53-year-old human stage | 54-year-old human stage | 55-year-old human stage | 56-year-old human stage | 57-year-old human stage | 58-year-old human stage | 59-year-old human stage | 60-year-old human stage | 61-year-old human stage | 62-year-old human stage | 63-year-old human stage | 64-year-old human stage | 65-year-old human stage | 66-year-old human stage | 68-year-old human stage | 69-year-old human stage | 70-year-old human stage | 71-year-old human stage | 73-year-old human stage | 74-year-old human stage | 75-year-old human stage | 83-year-old human stage,blood,N/A,1263676,normal | systemic lupus erythematosus,Single-cell RNA-seq reveals the cell-type-specific molecular and genetic associations to lupus,False,10.1002/9783527678679.dg11555,http://dx.doi.org/10.1002/9783527678679.dg11555,scRNA-Seq
26,ae4f8ddd-cac9-4172-9681-2175da462f2e,Second Trimester Human Developing Brain Regions and Cortical Areas,CZI CXG,1,0,0,,unknown,14th week post-fertilization human stage | 16th week post-fertilization human stage | 17th week post-fertilization human stage | 18th week post-fertilization human stage | 19th week post-fertilization human stage | 20th week post-fertilization human stage | 22nd week post-fertilization human stage | 25th week post-fertilization human stage,parietal cortex | prefrontal cortex | primary motor cortex | primary somatosensory cortex | primary visual cortex | temporal cortex,N/A,457965,normal,Human developing neocortex by area,False,10.1201/9780203507483,http://dx.doi.org/10.1201/9780203507483,The Human Brain During the Second Trimester
27,aad97cb5-f375-45ef-ae9d-178e7f5d5180,Retinal ganglion cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,11617,normal,Single-cell transcriptomic atlas for adult human retina,False,10.3389/fneur.2021.636330,http://dx.doi.org/10.3389/fneur.2021.636330,Intrinsically Photosensitive Retinal Ganglion Cells of the Human Retina
28,0129dbd9-a7d3-4f6b-96b9-1da155a93748,All major cell types in adult human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,244474,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1126/science.2449732,http://dx.doi.org/10.1126/science.2449732,Multipotent Precursors Can Give Rise to All Major Cell Types of the Frog Retina
29,8f10185b-e0b3-46a5-8706-7f1799225d79,Bipolar cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,53040,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1007/bf00243288,http://dx.doi.org/10.1007/bf00243288,Simulated bipolar cells in fovea of human retina
30,11ef37ee-2173-458e-aab8-7fe35da8e47b,Horizontal cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,7348,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1016/b978-0-12-809324-5.01402-4,http://dx.doi.org/10.1016/b978-0-12-809324-5.01402-4,Retina: Information Processing: Horizontal Cells☆
31,359f7af4-87d4-4117-9d6c-ca4cfa1f3f0b,Amacrine cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,56507,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1016/0167-0115(83)90050-2,http://dx.doi.org/10.1016/0167-0115(83)90050-2,Neurotensin-immunoreactive amacrine cells in human retina
32,00e5dedd-b9b7-43be-8c28-b0e5c6414a62,Photoreceptor cells in human retina (rod cells downsampled),CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,21422,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1016/0014-5793(87)81144-4,http://dx.doi.org/10.1016/0014-5793(87)81144-4,Light-stimulated protein movement in rod photoreceptor cells of the rat retina
33,ed419b4e-db9b-40f1-8593-68fdf8dfb076,Non-neuronal cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,18011,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1159/000112659,http://dx.doi.org/10.1159/000112659,Purification and Cytochemical Identification of Neuronal and Non-Neuronal Cells in Chick Embryo Retina Cultures
34,acf818eb-f6d2-42b9-bb1d-475aa9cff2bb,scRNA-seq analysis of ciliated cells of healthy human fallopian tubes,CZI CXG,1,0,0,,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,N/A,2798,normal,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,False,10.1016/j.devcel.2022.02.017,http://dx.doi.org/10.1016/j.devcel.2022.02.017,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified using scRNA-seq
35,cac02b79-9f54-4668-9235-60d3b76a4197,scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,CZI CXG,1,0,0,,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,N/A,14285,normal,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,False,10.1016/j.devcel.2022.02.017,http://dx.doi.org/10.1016/j.devcel.2022.02.017,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified using scRNA-seq
36,03c544fb-a103-4d18-9230-eae9cfee3af2,scRNA-seq analysis of stromal cells of healthy human fallopian tubes,CZI CXG,1,0,0,,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,N/A,28691,normal,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,False,10.1016/j.devcel.2022.02.017,http://dx.doi.org/10.1016/j.devcel.2022.02.017,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified using scRNA-seq
37,b693123e-95e6-4331-8b50-f367489a767e,scRNA-seq analysis of human fallopian tubes in healthy Vs. hydrosalphinx states,CZI CXG,1,0,0,,female,30-year-old human stage | 31-year-old human stage | 32-year-old human stage | 34-year-old human stage | 46-year-old human stage | 52-year-old human stage,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,N/A,77536,hydrosalpinx | normal,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,False,10.1016/j.devcel.2022.02.017,http://dx.doi.org/10.1016/j.devcel.2022.02.017,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified using scRNA-seq
38,c6413315-7158-46c5-a5fd-7228385694f1,scRNA-seq analysis of healthy human fallopian tubes,CZI CXG,1,0,0,,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,N/A,59738,normal,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,False,10.1016/j.devcel.2022.02.017,http://dx.doi.org/10.1016/j.devcel.2022.02.017,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified using scRNA-seq
39,53d208b0-2cfd-4366-9866-c3c6114081bc,Tabula Sapiens - All Cells,CZI CXG,1,0,0,,female | male,22-year-old human stage | 33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 42-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,adipose tissue | anterior part of tongue | aorta | bladder organ | blood | bone marrow | cardiac atrium | cardiac ventricle | conjunctiva | cornea | coronary artery | endocrine pancreas | endometrium | exocrine pancreas | eye | inguinal lymph node | kidney | lacrimal gland | large intestine | liver | lung | lymph node | mammary gland | muscle of abdomen | muscle of pelvic diaphragm | muscle tissue | myometrium | parotid gland | posterior part of tongue | prostate gland | rectus abdominis muscle | retinal neural layer | sclera | skin of abdomen | skin of body | skin of chest | small intestine | spleen | subcutaneous adipose tissue | submandibular gland | thymus | tongue | trachea | uterus | vasculature,N/A,483152,normal,Tabula Sapiens,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression
40,5a11f879-d1ef-458a-910c-9b0bdfca5ebf,Tabula Sapiens - Endothelial,CZI CXG,1,0,0,,female | male,33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,adipose tissue | anterior part of tongue | aorta | bladder organ | cardiac atrium | cardiac ventricle | cornea | coronary artery | endocrine pancreas | endometrium | exocrine pancreas | eye | inguinal lymph node | kidney | lacrimal gland | large intestine | liver | lung | lymph node | mammary gland | muscle of abdomen | muscle of pelvic diaphragm | muscle tissue | myometrium | parotid gland | posterior part of tongue | prostate gland | rectus abdominis muscle | sclera | skin of abdomen | skin of body | skin of chest | small intestine | spleen | subcutaneous adipose tissue | submandibular gland | thymus | trachea | uterus | vasculature,N/A,31691,normal,Tabula Sapiens,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression
41,97a17473-e2b1-4f31-a544-44a60773e2dd,Tabula Sapiens - Epithelial,CZI CXG,1,0,0,,female | male,33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,anterior part of tongue | aorta | bladder organ | cardiac atrium | cardiac ventricle | conjunctiva | cornea | endocrine pancreas | endometrium | exocrine pancreas | eye | kidney | lacrimal gland | large intestine | liver | lung | mammary gland | myometrium | parotid gland | posterior part of tongue | prostate gland | retinal neural layer | sclera | skin of abdomen | skin of body | skin of chest | small intestine | submandibular gland | thymus | tongue | trachea | uterus,N/A,104148,normal,Tabula Sapiens,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression
