,dataset_id,dataset_name,genders,development_stage,ethnicity,cell_type,cell_type_ontology_id,organ/tissue,total_cell_count,doi_title_is_same_as_dataset_title,doi_id,doi_url,doi_dataset_title,is_primary_data,disease,collection_id,collection_name
10,8faa2c07-0080-4627-b1d7-e645a780d752,Healthy human liver: hepatocytes,female | male,human adult stage | mature stage,unknown,centrilobular region hepatocyte | hepatocyte | midzonal region hepatocyte | periportal region hepatocyte,CL:0019029 | CL:0000182 | CL:0019028 | CL:0019026,caudate lobe of liver,50259,False,10.1097/01.tp.0000140982.88704.41,http://dx.doi.org/10.1097/01.tp.0000140982.88704.41,Human Hepatocytes Isolation for Liver Cell Therapy: Whole Marginal Livers or Healthy Segments from Splitting?,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
11,a49d9109-1d0c-4b36-8139-19aa9a83428c,Healthy human liver: lymphocytes,female | male,human adult stage | mature stage,unknown,alpha-beta T cell | gamma-delta T cell | mature B cell | natural killer cell | plasma cell,CL:0000789 | CL:0000798 | CL:0000785 | CL:0000623 | CL:0000786,caudate lobe of liver,2346,False,10.1111/j.1440-1746.1995.tb01796.x,http://dx.doi.org/10.1111/j.1440-1746.1995.tb01796.x,Human liver-associated lymphocytes: An overview,SECONDARY,normal,44531dd9-1388-4416-a117-af0a99de2294,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity"
12,c7775e88-49bf-4ba2-a03b-93f00447c958,Single-cell multi-omics analysis of the immune response in COVID-19,female | male,eighth decade human stage | fifth decade human stage | fourth decade human stage | ninth decade human stage | seventh decade human stage | sixth decade human stage | tenth decade human stage | third decade human stage,unknown,"B cell | CD14-low, CD16-positive monocyte | CD14-positive monocyte | CD16-negative, CD56-bright natural killer cell, human | CD16-positive, CD56-dim natural killer cell, human | CD34-positive, CD38-negative hematopoietic stem cell | CD4-positive, alpha-beta T cell | CD8-positive, alpha-beta T cell | ILC1, human | IgA plasma cell | IgG plasma cell | IgM plasma cell | T follicular helper cell | T-helper 1 cell | T-helper 17 cell | T-helper 2 cell | T-helper 22 cell | central memory CD4-positive, alpha-beta T cell | class switched memory B cell | dendritic cell | dendritic cell, human | effector CD8-positive, alpha-beta T cell | effector memory CD4-positive, alpha-beta T cell | effector memory CD8-positive, alpha-beta T cell | erythrocyte | erythroid progenitor cell, mammalian | gamma-delta T cell | group 2 innate lymphoid cell, human | hematopoietic precursor cell | immature B cell | malignant cell | mature NK T cell | megakaryocyte | monocyte | mucosal invariant T cell | myeloid dendritic cell | myeloid lineage restricted progenitor cell | naive B cell | naive thymus-derived CD4-positive, alpha-beta T cell | naive thymus-derived CD8-positive, alpha-beta T cell | natural killer cell | plasmablast | plasmacytoid dendritic cell | platelet | regulatory T cell | unswitched memory B cell",CL:0000236 | CL:0002396 | CL:0001054 | CL:0000938 | CL:0000939 | CL:0001024 | CL:0000624 | CL:0000625 | CL:0001077 | CL:0000987 | CL:0000985 | CL:0000986 | CL:0002038 | CL:0000545 | CL:0000899 | CL:0000546 | CL:0001042 | CL:0000904 | CL:0000972 | CL:0000451 | CL:0001056 | CL:0001050 | CL:0000905 | CL:0000913 | CL:0000232 | CL:0001066 | CL:0000798 | CL:0001081 | CL:0008001 | CL:0000816 | CL:0001064 | CL:0000814 | CL:0000556 | CL:0000576 | CL:0000940 | CL:0000782 | CL:0000839 | CL:0000788 | CL:0000895 | CL:0000900 | CL:0000623 | CL:0000980 | CL:0000784 | CL:0000233 | CL:0000815 | CL:0000970,blood,647366,True,10.1038/s41591-021-01329-2,http://dx.doi.org/10.1038/s41591-021-01329-2,Single-cell multi-omics analysis of the immune response in COVID-19,PRIMARY,COVID-19 | normal | respiratory system disease,ddfad306-714d-4cc0-9985-d9072820c530,Single-cell multi-omics analysis of the immune response in COVID-19
13,218acb0f-9f2f-4f76-b90b-15a4b7c7f629,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples,female | male,20-year-old human stage | 21-year-old human stage | 22-year-old human stage | 23-year-old human stage | 24-year-old human stage | 25-year-old human stage | 26-year-old human stage | 27-year-old human stage | 28-year-old human stage | 29-year-old human stage | 30-year-old human stage | 31-year-old human stage | 32-year-old human stage | 33-year-old human stage | 34-year-old human stage | 35-year-old human stage | 36-year-old human stage | 37-year-old human stage | 38-year-old human stage | 39-year-old human stage | 40-year-old human stage | 41-year-old human stage | 42-year-old human stage | 43-year-old human stage | 44-year-old human stage | 45-year-old human stage | 46-year-old human stage | 47-year-old human stage | 48-year-old human stage | 49-year-old human stage | 50-year-old human stage | 51-year-old human stage | 52-year-old human stage | 53-year-old human stage | 54-year-old human stage | 55-year-old human stage | 56-year-old human stage | 57-year-old human stage | 58-year-old human stage | 59-year-old human stage | 60-year-old human stage | 61-year-old human stage | 62-year-old human stage | 63-year-old human stage | 64-year-old human stage | 65-year-old human stage | 66-year-old human stage | 68-year-old human stage | 69-year-old human stage | 70-year-old human stage | 71-year-old human stage | 73-year-old human stage | 74-year-old human stage | 75-year-old human stage | 83-year-old human stage,African American | Asian | European | Hispanic or Latin American,"B cell | CD4-positive, alpha-beta T cell | CD8-positive, alpha-beta T cell | classical monocyte | conventional dendritic cell | lymphocyte | natural killer cell | non-classical monocyte | plasmablast | plasmacytoid dendritic cell | progenitor cell",CL:0000236 | CL:0000624 | CL:0000625 | CL:0000860 | CL:0000990 | CL:0000542 | CL:0000623 | CL:0000875 | CL:0000980 | CL:0000784 | CL:0011026,blood,1263676,False,10.1002/9783527678679.dg11555,http://dx.doi.org/10.1002/9783527678679.dg11555,scRNA-Seq,PRIMARY,normal | systemic lupus erythematosus,436154da-bcf1-4130-9c8b-120ff9a888f2,Single-cell RNA-seq reveals the cell-type-specific molecular and genetic associations to lupus
14,ae4f8ddd-cac9-4172-9681-2175da462f2e,Second Trimester Human Developing Brain Regions and Cortical Areas,unknown,14th week post-fertilization human stage | 16th week post-fertilization human stage | 17th week post-fertilization human stage | 18th week post-fertilization human stage | 19th week post-fertilization human stage | 20th week post-fertilization human stage | 22nd week post-fertilization human stage | 25th week post-fertilization human stage,unknown,Cajal-Retzius cell | blood vessel endothelial cell | cerebral cortex GABAergic interneuron | cerebral cortex endothelial cell | forebrain radial glial cell | glutamatergic neuron | microglial cell | native cell | oligodendrocyte precursor cell | progenitor cell,CL:0000695 | CL:0000071 | CL:0010011 | CL:1001602 | CL:0013000 | CL:0000679 | CL:0000129 | CL:0000003 | CL:0002453 | CL:0011026,parietal cortex | prefrontal cortex | primary motor cortex | primary somatosensory cortex | primary visual cortex | temporal cortex,457965,False,10.1201/9780203507483,http://dx.doi.org/10.1201/9780203507483,The Human Brain During the Second Trimester,SECONDARY,normal,c8565c6a-01a1-435b-a549-f11b452a83a8,Human developing neocortex by area
15,aad97cb5-f375-45ef-ae9d-178e7f5d5180,Retinal ganglion cells in human retina,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,retinal ganglion cell,CL:0000740,fovea centralis | macula lutea proper | peripheral region of retina,11617,False,10.3389/fneur.2021.636330,http://dx.doi.org/10.3389/fneur.2021.636330,Intrinsically Photosensitive Retinal Ganglion Cells of the Human Retina,PRIMARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
16,0129dbd9-a7d3-4f6b-96b9-1da155a93748,All major cell types in adult human retina,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,amacrine cell | glial cell | retina horizontal cell | retinal bipolar neuron | retinal cone cell | retinal rod cell,CL:0000561 | CL:0000125 | CL:0000745 | CL:0000748 | CL:0000573 | CL:0000604,fovea centralis | macula lutea proper | peripheral region of retina,244474,False,10.1126/science.2449732,http://dx.doi.org/10.1126/science.2449732,Multipotent Precursors Can Give Rise to All Major Cell Types of the Frog Retina,PRIMARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
17,8f10185b-e0b3-46a5-8706-7f1799225d79,Bipolar cells in human retina,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,OFF-bipolar cell | ON-bipolar cell,CL:0000750 | CL:0000749,fovea centralis | macula lutea proper | peripheral region of retina,53040,False,10.1007/bf00202615,http://dx.doi.org/10.1007/bf00202615,Simulated bipolar cells in fovea of human retina,SECONDARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
18,11ef37ee-2173-458e-aab8-7fe35da8e47b,Horizontal cells in human retina,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,retina horizontal cell,CL:0000745,fovea centralis | macula lutea proper | peripheral region of retina,7348,False,10.1016/b978-0-12-809324-5.01402-4,http://dx.doi.org/10.1016/b978-0-12-809324-5.01402-4,Retina: Information Processing: Horizontal Cells☆,SECONDARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
19,359f7af4-87d4-4117-9d6c-ca4cfa1f3f0b,Amacrine cells in human retina,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,amacrine cell,CL:0000561,fovea centralis | macula lutea proper | peripheral region of retina,56507,False,10.1016/0167-0115(83)90050-2,http://dx.doi.org/10.1016/0167-0115(83)90050-2,Neurotensin-immunoreactive amacrine cells in human retina,SECONDARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
20,00e5dedd-b9b7-43be-8c28-b0e5c6414a62,Photoreceptor cells in human retina (rod cells downsampled),female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,retinal cone cell | retinal rod cell,CL:0000573 | CL:0000604,fovea centralis | macula lutea proper | peripheral region of retina,21422,False,10.1016/0014-5793(87)81144-4,http://dx.doi.org/10.1016/0014-5793(87)81144-4,Light-stimulated protein movement in rod photoreceptor cells of the rat retina,SECONDARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
21,ed419b4e-db9b-40f1-8593-68fdf8dfb076,Non-neuronal cells in human retina,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,Mueller cell | astrocyte | microglial cell | retinal pigment epithelial cell,CL:0000636 | CL:0000127 | CL:0000129 | CL:0002586,fovea centralis | macula lutea proper | peripheral region of retina,18011,False,10.1159/000112659,http://dx.doi.org/10.1159/000112659,Purification and Cytochemical Identification of Neuronal and Non-Neuronal Cells in Chick Embryo Retina Cultures,SECONDARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
22,acf818eb-f6d2-42b9-bb1d-475aa9cff2bb,scRNA-seq analysis of ciliated cells of healthy human fallopian tubes,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,European,ciliated epithelial cell,CL:0000067,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,2798,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,SECONDARY,normal,fc77d2ae-247d-44d7-aa24-3f4859254c2c,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
23,cac02b79-9f54-4668-9235-60d3b76a4197,scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,European,secretory cell,CL:0000151,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,14285,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,SECONDARY,normal,fc77d2ae-247d-44d7-aa24-3f4859254c2c,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
24,03c544fb-a103-4d18-9230-eae9cfee3af2,scRNA-seq analysis of stromal cells of healthy human fallopian tubes,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,European,blood vessel endothelial cell | endothelial cell of lymphatic vessel | fibroblast | myofibroblast cell | pericyte cell | smooth muscle cell,CL:0000071 | CL:0002138 | CL:0000057 | CL:0000186 | CL:0000669 | CL:0000192,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,28691,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,SECONDARY,normal,fc77d2ae-247d-44d7-aa24-3f4859254c2c,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
25,b693123e-95e6-4331-8b50-f367489a767e,scRNA-seq analysis of human fallopian tubes in healthy Vs. hydrosalphinx states,female,30-year-old human stage | 31-year-old human stage | 32-year-old human stage | 34-year-old human stage | 46-year-old human stage | 52-year-old human stage,European,B cell | blood vessel endothelial cell | ciliated epithelial cell | endothelial cell of lymphatic vessel | fibroblast | macrophage | mast cell | mature NK T cell | myofibroblast cell | pericyte cell | secretory cell | smooth muscle cell,CL:0000236 | CL:0000071 | CL:0000067 | CL:0002138 | CL:0000057 | CL:0000235 | CL:0000097 | CL:0000814 | CL:0000186 | CL:0000669 | CL:0000151 | CL:0000192,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,77536,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,PRIMARY,hydrosalpinx | normal,fc77d2ae-247d-44d7-aa24-3f4859254c2c,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
26,c6413315-7158-46c5-a5fd-7228385694f1,scRNA-seq analysis of healthy human fallopian tubes,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,European,B cell | blood vessel endothelial cell | ciliated epithelial cell | endothelial cell of lymphatic vessel | fibroblast | macrophage | mast cell | mature NK T cell | myofibroblast cell | pericyte cell | secretory cell | smooth muscle cell,CL:0000236 | CL:0000071 | CL:0000067 | CL:0002138 | CL:0000057 | CL:0000235 | CL:0000097 | CL:0000814 | CL:0000186 | CL:0000669 | CL:0000151 | CL:0000192,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,59738,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,SECONDARY,normal,fc77d2ae-247d-44d7-aa24-3f4859254c2c,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
