,dataset_id,dataset_name,genders,development_stage,ethnicity,cell_type,cell_type_ontology_id,organ/tissue,total_cell_count,doi_title_is_same_as_dataset_title,doi_id,doi_url,doi_dataset_title,is_primary_data,disease,collection_id,collection_name
10,c5d88abe-f23a-45fa-a534-788985e93dad,Tabula Sapiens - Immune,female | male,22-year-old human stage | 33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 42-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,African American or Afro-Caribbean | Asian | European | Hispanic or Latin American,"B cell | CD141-positive myeloid dendritic cell | CD1c-positive myeloid dendritic cell | CD4-positive helper T cell | CD4-positive, alpha-beta T cell | CD4-positive, alpha-beta memory T cell | CD8-positive, alpha-beta T cell | CD8-positive, alpha-beta cytokine secreting effector T cell | CD8-positive, alpha-beta cytotoxic T cell | CD8-positive, alpha-beta memory T cell | DN1 thymic pro-T cell | DN3 thymocyte | DN4 thymocyte | Langerhans cell | T cell | T follicular helper cell | alpha-beta T cell | basophil | classical monocyte | common myeloid progenitor | dendritic cell | double-positive, alpha-beta thymocyte | effector CD4-positive, alpha-beta T cell | effector CD8-positive, alpha-beta T cell | erythrocyte | erythroid lineage cell | erythroid progenitor cell | granulocyte | hematopoietic stem cell | immature natural killer cell | innate lymphoid cell | intermediate monocyte | leukocyte | liver dendritic cell | macrophage | mast cell | mature NK T cell | mature conventional dendritic cell | memory B cell | mesenchymal stem cell | microglial cell | monocyte | myeloid cell | myeloid dendritic cell | naive B cell | naive regulatory T cell | naive thymus-derived CD4-positive, alpha-beta T cell | naive thymus-derived CD8-positive, alpha-beta T cell | neutrophil | non-classical monocyte | plasma cell | plasmablast | plasmacytoid dendritic cell | platelet | regulatory T cell | thymocyte | type I NK T cell",CL:0000236 | CL:0002394 | CL:0002399 | CL:0000492 | CL:0000624 | CL:0000897 | CL:0000625 | CL:0000908 | CL:0000794 | CL:0000909 | CL:0000894 | CL:0000807 | CL:0000808 | CL:0000453 | CL:0000084 | CL:0002038 | CL:0000789 | CL:0000767 | CL:0000860 | CL:0000049 | CL:0000451 | CL:0000809 | CL:0001044 | CL:0001050 | CL:0000232 | CL:0000764 | CL:0000038 | CL:0000094 | CL:0000037 | CL:0000823 | CL:0001065 | CL:0002393 | CL:0000738 | CL:2000055 | CL:0000235 | CL:0000097 | CL:0000814 | CL:0000841 | CL:0000787 | CL:0000134 | CL:0000129 | CL:0000576 | CL:0000763 | CL:0000782 | CL:0000788 | CL:0002677 | CL:0000895 | CL:0000900 | CL:0000775 | CL:0000875 | CL:0000786 | CL:0000980 | CL:0000784 | CL:0000233 | CL:0000815 | CL:0000893 | CL:0000921,adipose tissue | bladder organ | blood | bone marrow | eye | heart | kidney | large intestine | liver | lung | lymph node | mammary gland | muscle tissue | pancreas | prostate gland | saliva-secreting gland | skin of body | small intestine | spleen | thymus | tongue | trachea | uterus | vasculature,264009,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression,SECONDARY,normal,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens
11,dd018fc0-8da7-4033-a2ba-6b47de8ebb4f,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Epithelial Cells,male,29-year-old human stage | 31-year-old human stage | 67-year-old human stage | 71-year-old human stage | 72-year-old human stage | 73-year-old human stage | 74-year-old human stage | 81-year-old human stage,African American | Asian | European,basal cell of prostate epithelium | epithelial cell of urethra | luminal cell of prostate epithelium | secretory cell,CL:0002341 | CL:1000296 | CL:0002340 | CL:0000151,peripheral zone of prostate | transition zone of prostate,42127,False,10.1002/path.5751,http://dx.doi.org/10.1002/path.5751,Single‐cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,SECONDARY,benign prostatic hyperplasia | normal,4b54248f-2165-477c-a027-dd55082e8818,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions
12,574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,male,29-year-old human stage | 31-year-old human stage | 67-year-old human stage | 71-year-old human stage | 72-year-old human stage | 73-year-old human stage | 74-year-old human stage | 81-year-old human stage,African American | Asian | European,"B cell | CD141-positive myeloid dendritic cell | CD1c-positive myeloid dendritic cell | CD4-positive, alpha-beta thymocyte | CD8-positive, alpha-beta thymocyte | basal cell of prostate epithelium | classical monocyte | dendritic cell | effector CD4-positive, alpha-beta T cell | effector CD8-positive, alpha-beta T cell | epithelial cell of urethra | fibroblast of connective tissue of glandular part of prostate | fibroblast of connective tissue of nonglandular part of prostate | granulocyte | luminal cell of prostate epithelium | mature NK T cell | natural killer cell | non-classical monocyte | pericyte cell | plasma cell | plasmacytoid dendritic cell | prostate gland microvascular endothelial cell | secretory cell | smooth muscle cell of prostate | vascular associated smooth muscle cell",CL:0000236 | CL:0002394 | CL:0002399 | CL:0000810 | CL:0000811 | CL:0002341 | CL:0000860 | CL:0000451 | CL:0001044 | CL:0001050 | CL:1000296 | CL:1000305 | CL:1000304 | CL:0000094 | CL:0002340 | CL:0000814 | CL:0000623 | CL:0000875 | CL:0000669 | CL:0000786 | CL:0000784 | CL:2000059 | CL:0000151 | CL:1000487 | CL:0000359,peripheral zone of prostate | transition zone of prostate,83451,False,10.1002/path.5751,http://dx.doi.org/10.1002/path.5751,Single‐cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,PRIMARY,benign prostatic hyperplasia | normal,4b54248f-2165-477c-a027-dd55082e8818,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions
13,5ba85070-a41c-4184-9c18-cf34c3fd0f62,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Fibromuscular Stromal Cells,male,29-year-old human stage | 31-year-old human stage | 67-year-old human stage | 71-year-old human stage | 72-year-old human stage | 73-year-old human stage | 74-year-old human stage | 81-year-old human stage,African American | Asian | European,fibroblast of connective tissue of glandular part of prostate | fibroblast of connective tissue of nonglandular part of prostate | pericyte cell | smooth muscle cell of prostate | vascular associated smooth muscle cell,CL:1000305 | CL:1000304 | CL:0000669 | CL:1000487 | CL:0000359,peripheral zone of prostate | transition zone of prostate,10742,False,10.1002/path.5751,http://dx.doi.org/10.1002/path.5751,Single‐cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,SECONDARY,benign prostatic hyperplasia | normal,4b54248f-2165-477c-a027-dd55082e8818,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions
14,d3a83885-5198-4b04-8314-b753b66ef9a8,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Leukocyte Cells,male,29-year-old human stage | 31-year-old human stage | 67-year-old human stage | 71-year-old human stage | 72-year-old human stage | 73-year-old human stage | 74-year-old human stage | 81-year-old human stage,African American | Asian | European,"B cell | CD141-positive myeloid dendritic cell | CD1c-positive myeloid dendritic cell | CD4-positive, alpha-beta thymocyte | CD8-positive, alpha-beta thymocyte | classical monocyte | dendritic cell | effector CD4-positive, alpha-beta T cell | effector CD8-positive, alpha-beta T cell | granulocyte | mature NK T cell | natural killer cell | non-classical monocyte | plasma cell | plasmacytoid dendritic cell",CL:0000236 | CL:0002394 | CL:0002399 | CL:0000810 | CL:0000811 | CL:0000860 | CL:0000451 | CL:0001044 | CL:0001050 | CL:0000094 | CL:0000814 | CL:0000623 | CL:0000875 | CL:0000786 | CL:0000784,peripheral zone of prostate | transition zone of prostate,19037,False,10.1002/path.5751,http://dx.doi.org/10.1002/path.5751,Single‐cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,SECONDARY,benign prostatic hyperplasia | normal,4b54248f-2165-477c-a027-dd55082e8818,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions
15,df287f8d-f50d-4620-ab96-489d559e6adc,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Fibromuscular Stromal Cells,male,29-year-old human stage | 31-year-old human stage | 57-year-old human stage | 72-year-old human stage | 74-year-old human stage,Asian | European,fibroblast of connective tissue of prostate | smooth muscle cell of prostate,CL:1000299 | CL:1000487,peripheral zone of prostate | transition zone of prostate,1295,False,10.1002/pros.24020,http://dx.doi.org/10.1002/pros.24020,Urethral luminal epithelia are castration‐insensitive cells of the proximal prostate,SECONDARY,benign prostatic hyperplasia | normal,fbc5881f-1ee3-4ffe-8095-35e15e1a08fc,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate
16,88c483bf-477d-4be5-90d3-4fb101dd601f,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,male,29-year-old human stage | 31-year-old human stage | 57-year-old human stage | 72-year-old human stage | 74-year-old human stage,Asian | European,basal cell of prostate epithelium | epithelial cell of urethra | luminal cell of prostate epithelium | neuroendocrine cell | secretory cell,CL:0002341 | CL:1000296 | CL:0002340 | CL:0000165 | CL:0000151,peripheral zone of prostate | transition zone of prostate,25186,False,10.1002/pros.24020,http://dx.doi.org/10.1002/pros.24020,Urethral luminal epithelia are castration‐insensitive cells of the proximal prostate,SECONDARY,benign prostatic hyperplasia | normal,fbc5881f-1ee3-4ffe-8095-35e15e1a08fc,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate
17,8b2e5453-faf7-46ea-9073-aea69b283cb7,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - All Human Cells,male,29-year-old human stage | 31-year-old human stage | 57-year-old human stage | 72-year-old human stage | 74-year-old human stage,Asian | European,basal cell of prostate epithelium | epithelial cell of urethra | leukocyte | luminal cell of prostate epithelium | neuroendocrine cell | prostate gland microvascular endothelial cell | prostate stromal cell | secretory cell | smooth muscle cell of prostate,CL:0002341 | CL:1000296 | CL:0000738 | CL:0002340 | CL:0000165 | CL:2000059 | CL:0002622 | CL:0000151 | CL:1000487,peripheral zone of prostate | transition zone of prostate,28847,False,10.1002/pros.24020,http://dx.doi.org/10.1002/pros.24020,Urethral luminal epithelia are castration‐insensitive cells of the proximal prostate,BOTH,benign prostatic hyperplasia | normal,fbc5881f-1ee3-4ffe-8095-35e15e1a08fc,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate
18,e2a3c32d-71e2-4f38-b19c-dfcb8729cf46,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra - Human Epithelial Cells,male,29-year-old human stage | 31-year-old human stage,European,basal cell of prostate epithelium | epithelial cell of urethra | luminal cell of prostate epithelium | neuroendocrine cell | secretory cell,CL:0002341 | CL:1000296 | CL:0002340 | CL:0000165 | CL:0000151,peripheral zone of prostate | transition zone of prostate,24544,False,10.1016/j.celrep.2018.11.086,http://dx.doi.org/10.1016/j.celrep.2018.11.086,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra,SECONDARY,normal,e2a4a67f-6a18-431a-ab9c-6e77dd31cc80,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra
19,ea426edb-4e86-4c53-ab17-5b952d94a31e,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra - Human Fibromuscular Stromal Cells,male,29-year-old human stage | 31-year-old human stage,European,fibroblast of connective tissue of prostate | smooth muscle cell of prostate,CL:1000299 | CL:1000487,peripheral zone of prostate | transition zone of prostate,2113,False,10.1016/j.celrep.2018.11.086,http://dx.doi.org/10.1016/j.celrep.2018.11.086,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra,SECONDARY,normal,e2a4a67f-6a18-431a-ab9c-6e77dd31cc80,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra
20,c3fe3c1e-5bf8-4678-b74a-79899243ad41,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra - All Human Cells,male,29-year-old human stage | 31-year-old human stage,European,basal cell of prostate epithelium | epithelial cell of urethra | fibroblast of connective tissue of prostate | leukocyte | luminal cell of prostate epithelium | neuroendocrine cell | prostate gland microvascular endothelial cell | secretory cell | smooth muscle cell of prostate,CL:0002341 | CL:1000296 | CL:1000299 | CL:0000738 | CL:0002340 | CL:0000165 | CL:2000059 | CL:0000151 | CL:1000487,peripheral zone of prostate | transition zone of prostate,28702,False,10.1016/j.celrep.2018.11.086,http://dx.doi.org/10.1016/j.celrep.2018.11.086,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra,SECONDARY,normal,e2a4a67f-6a18-431a-ab9c-6e77dd31cc80,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra
21,66d15835-5dc8-4e96-b0eb-f48971cb65e8,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,female | male | unknown,1-month-old human stage | 21-year-old human stage | 22-year-old human stage | 38-year-old human stage | 44-year-old human stage | 5-year-old human stage | 54-year-old human stage | 6-year-old human stage | unknown,African American | Asian | European | unknown,acinar cell | mesenchymal cell | native cell | pancreatic ductal cell | type A enteroendocrine cell | type B pancreatic cell | type D enteroendocrine cell,CL:0000622 | CL:0008019 | CL:0000003 | CL:0002079 | CL:0002067 | CL:0000169 | CL:0000502,pancreas,2541,False,10.1016/j.cell.2017.09.004,http://dx.doi.org/10.1016/j.cell.2017.09.004,Single-Cell Analysis of Human Pancreas Reveals Transcriptional Signatures of Aging and Somatic Mutation Patterns,PRIMARY,normal,a238e9fa-2bdf-41df-8522-69046f99baff,Single-Cell Analysis of Human Pancreas Reveals Transcriptional Signatures of Aging and Somatic Mutation Patterns
22,85c60876-7f35-40c5-a256-7808d84c6ba5,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease - Excitatory,female | male,57-year-old human stage | 61-year-old human stage | 62-year-old human stage | 66-year-old human stage | 67-year-old human stage | 68-year-old human stage | 71-year-old human stage | 72-year-old human stage | 73-year-old human stage | 79-year-old human stage | 80 year-old and over human stage | 81-year-old human stage | 87-year-old human stage | 89-year-old human stage,African American | European | Hispanic or Latin American | unknown,excitatory neuron,CL:0008030,prefrontal cortex,96129,False,10.1101/2020.05.11.088591,http://dx.doi.org/10.1101/2020.05.11.088591,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease reveals the signatures of tau-associated synaptic dysfunction,PRIMARY,Alzheimer disease | normal,b953c942-f5d8-434f-9da7-e726ba7c1481,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease
23,9813a1d4-d107-459e-9b2e-7687be935f69,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease - Inhibitory,female | male,57-year-old human stage | 61-year-old human stage | 62-year-old human stage | 66-year-old human stage | 67-year-old human stage | 68-year-old human stage | 71-year-old human stage | 72-year-old human stage | 73-year-old human stage | 79-year-old human stage | 80 year-old and over human stage | 81-year-old human stage | 87-year-old human stage | 89-year-old human stage,African American | European | Hispanic or Latin American | unknown,inhibitory interneuron,CL:0000498,prefrontal cortex,23197,False,10.1101/2020.05.11.088591,http://dx.doi.org/10.1101/2020.05.11.088591,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease reveals the signatures of tau-associated synaptic dysfunction,PRIMARY,Alzheimer disease | normal,b953c942-f5d8-434f-9da7-e726ba7c1481,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease
24,f72958f5-7f42-4ebb-98da-445b0c6de516,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,female | male | unknown,17-year-old human stage | 18-year-old human stage | 20-year-old human stage | 21-year-old human stage | 22-year-old human stage | 23-year-old human stage | 24-year-old human stage | 25-year-old human stage | 26-year-old human stage | 27-year-old human stage | 29-year-old human stage | 30-year-old human stage | 31-year-old human stage | 32-year-old human stage | 33-year-old human stage | 35-year-old human stage | 36-year-old human stage | 37-year-old human stage | 38-year-old human stage | 39-year-old human stage | 40-year-old human stage | 41-year-old human stage | 44-year-old human stage | 45-year-old human stage | 46-year-old human stage | 47-year-old human stage | 48-year-old human stage | 49-year-old human stage | 50-year-old human stage | 51-year-old human stage | 52-year-old human stage | 53-year-old human stage | 54-year-old human stage | 55-year-old human stage | 56-year-old human stage | 57-year-old human stage | 58-year-old human stage | 59-year-old human stage | 60-year-old human stage | 61-year-old human stage | 62-year-old human stage | 63-year-old human stage | 64-year-old human stage | 65-79 year-old human stage | 65-year-old human stage | 66-year-old human stage | 67-year-old human stage | 68-year-old human stage | 69-year-old human stage | 70-year-old human stage | 71-year-old human stage | 72-year-old human stage | 73-year-old human stage | 74-year-old human stage | 75-year-old human stage | 76-year-old human stage | 78-year-old human stage | 79-year-old human stage | 80 year-old and over human stage | 80-year-old human stage | 81-year-old human stage | eighth decade human stage | fifth decade human stage | fourth decade human stage | human middle aged stage | seventh decade human stage | sixth decade human stage | unknown,African American | Asian | European | Hispanic or Latin American | unknown,"B cell | CD14-low, CD16-positive monocyte | CD4-positive, alpha-beta T cell | CD4-positive, alpha-beta memory T cell | CD4-positive, alpha-beta thymocyte | CD8-positive, alpha-beta T cell | CD8-positive, alpha-beta memory T cell | CD8-positive, alpha-beta thymocyte | T cell | adipose microvascular endothelial cell | basal cell | basophil | blood vessel endothelial cell | blood vessel smooth muscle cell | brush cell | ciliated cell | classical monocyte | club cell | dendritic cell | endothelial cell | endothelial cell of vascular tree | epithelial cell | fibroblast | goblet cell | innate lymphoid cell | intermediate monocyte | ionocyte | macrophage | mammary alveolar cell | mast cell | megakaryocyte | mesothelial cell | monocyte | mucus secreting cell | muscle cell | myeloid dendritic cell | myofibroblast cell | native cell | natural killer cell | neuroendocrine cell | neutrophil | non-classical monocyte | pericyte cell | plasma cell | plasmacytoid dendritic cell | regular cardiac myocyte | secretory cell | smooth muscle cell | tracheobronchial smooth muscle cell",CL:0000236 | CL:0002396 | CL:0000624 | CL:0000897 | CL:0000810 | CL:0000625 | CL:0000909 | CL:0000811 | CL:0000084 | CL:2000072 | CL:0000646 | CL:0000767 | CL:0000071 | CL:0019018 | CL:0002204 | CL:0000064 | CL:0000860 | CL:0000158 | CL:0000451 | CL:0000115 | CL:0002139 | CL:0000066 | CL:0000057 | CL:0000160 | CL:0001065 | CL:0002393 | CL:0005006 | CL:0000235 | CL:0002325 | CL:0000097 | CL:0000556 | CL:0000077 | CL:0000576 | CL:0000319 | CL:0000187 | CL:0000782 | CL:0000186 | CL:0000003 | CL:0000623 | CL:0000165 | CL:0000775 | CL:0000875 | CL:0000669 | CL:0000786 | CL:0000784 | CL:0002098 | CL:0000151 | CL:0000192 | CL:0019019,blood | bronchoalveolar duct junction | bronchus | lung | respiratory tract epithelium,982538,False,10.5320/wjr.v7.i2.39,http://dx.doi.org/10.5320/wjr.v7.i2.39,Lung microbiome in healthy and diseased individuals,SECONDARY,COVID-19 | chronic obstructive pulmonary disease | hypersensitivity pneumonitis | idiopathic pulmonary fibrosis | interstitial lung disease | non-specific interstitial pneumonia | normal | sarcoidosis,2f75d249-1bec-459b-bf2b-b86221097ced,Azimuth meta-analysis of human scRNA-seq datasets
25,42b6a476-c51d-4f8b-b68b-44941b3a11bf,scRNA-seq data analysis of endothelium-enriched mesenteric arterial tissues from human donors,female | male,28-year-old human stage | 42-year-old human stage | 46-year-old human stage | 59-year-old human stage,European | Hispanic or Latin American,animal cell | endothelial cell of artery,CL:0000548 | CL:1000413,mesenteric artery,11243,False,10.1101/2020.10.05.314039,http://dx.doi.org/10.1101/2020.10.05.314039,Fast and interpretable scRNA-seq data analysis,PRIMARY,normal | type 2 diabetes mellitus,db468083-041c-41ca-8f6f-bf991a070adf,Stress-induced RNA–chromatin interactions promote endothelial dysfunction
26,6cda3b13-7257-45b9-ac20-0a7e6697e4f2,scRNA-seq data analysis of HUVECs treated with high glucose and TNFα,unknown,newborn human stage,unknown,endothelial cell of umbilical vein,CL:0002618,endothelial cell (cell culture),59605,False,10.1101/2020.10.05.314039,http://dx.doi.org/10.1101/2020.10.05.314039,Fast and interpretable scRNA-seq data analysis,PRIMARY,normal,db468083-041c-41ca-8f6f-bf991a070adf,Stress-induced RNA–chromatin interactions promote endothelial dysfunction
27,b07e5164-baf6-43d2-bdba-5a249d0da879,A Single-Cell Transcriptome Atlas of the Human Pancreas,female | male,23-year-old human stage | 48-year-old human stage | 54-year-old human stage | 59-year-old human stage,unknown,endothelial cell | mesenchymal cell | pancreatic A cell | pancreatic D cell | pancreatic PP cell | pancreatic acinar cell | pancreatic ductal cell | pancreatic endocrine cell | pancreatic epsilon cell | type B pancreatic cell,CL:0000115 | CL:0008019 | CL:0000171 | CL:0000173 | CL:0002275 | CL:0002064 | CL:0002079 | CL:0008024 | CL:0005019 | CL:0000169,pancreas,2126,True,10.1016/j.cels.2016.09.002,http://dx.doi.org/10.1016/j.cels.2016.09.002,A Single-Cell Transcriptome Atlas of the Human Pancreas,PRIMARY,normal,6e8c5415-302c-492a-a5f9-f29c57ff18fb,Muraro Pancreas
28,9dbab10c-118d-496b-966a-67f1763a6b7d,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,female | male | unknown,15-year-old human stage | 16-year-old human stage | 19-year-old human stage | 20-year-old human stage | 25-year-old human stage | 26-year-old human stage | 27-year-old human stage | 28-year-old human stage | 29-year-old human stage | 30-year-old human stage | 31-year-old human stage | 32-year-old human stage | 33-year-old human stage | 34-year-old human stage | 35-year-old human stage | 36-year-old human stage | 37-year-old human stage | 38-year-old human stage | 39-year-old human stage | 40-year-old human stage | 41-year-old human stage | 42-year-old human stage | 43-year-old human stage | 44-year-old human stage | 45-year-old human stage | 46-year-old human stage | 47-year-old human stage | 48-year-old human stage | 49-year-old human stage | 50-year-old human stage | 51-year-old human stage | 52-year-old human stage | 53-year-old human stage | 54-year-old human stage | 55-year-old human stage | 56-year-old human stage | 57-year-old human stage | 58-year-old human stage | 59-year-old human stage | 6-year-old human stage | 60-year-old human stage | 61-year-old human stage | 62-year-old human stage | 63-year-old human stage | 65-year-old human stage | 66-year-old human stage | 67-year-old human stage | 69-year-old human stage | 70-year-old human stage | 71-year-old human stage | 72-year-old human stage | 73-year-old human stage | 74-year-old human stage | 76-year-old human stage | 77-year-old human stage | 78-year-old human stage | 79-year-old human stage | 8-year-old human stage | 80 year-old and over human stage | 80-year-old human stage | 81-year-old human stage | 82-year-old human stage | 83-year-old human stage | 84-year-old human stage | unknown,unknown,"B cell | CD14-positive, CD16-negative classical monocyte | CD14-positive, CD16-positive monocyte | CD8-positive, alpha-beta T cell | ciliated cell | dendritic cell | epithelial cell | macrophage | mast cell | mature alpha-beta T cell | mature gamma-delta T cell | megakaryocyte | monocyte | natural killer cell | neutrophil | plasma cell | secretory cell | squamous epithelial cell",CL:0000236 | CL:0002057 | CL:0002397 | CL:0000625 | CL:0000064 | CL:0000451 | CL:0000066 | CL:0000235 | CL:0000097 | CL:0000791 | CL:0000800 | CL:0000556 | CL:0000576 | CL:0000623 | CL:0000775 | CL:0000786 | CL:0000151 | CL:0000076,blood | lung | saliva,1462702,True,10.1101/2020.10.29.360479,http://dx.doi.org/10.1101/2020.10.29.360479,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,PRIMARY,COVID-19 | normal,0a839c4b-10d0-4d64-9272-684c49a2c8ba,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas
29,077b0429-0f47-48e0-879a-39eaae531d42,Direct Exposure to SARS-CoV-2 and Cigarette Smoke Increases Infection Severity and Alters the Stem Cell-Derived Airway Repair Response,unknown,human adult stage,unknown,basal cell | ciliated cell | native cell | secretory cell,CL:0000646 | CL:0000064 | CL:0000003 | CL:0000151,lung epithelium,19361,True,10.1016/j.stem.2020.11.010,http://dx.doi.org/10.1016/j.stem.2020.11.010,Direct Exposure to SARS-CoV-2 and Cigarette Smoke Increases Infection Severity and Alters the Stem Cell-Derived Airway Repair Response,PRIMARY,normal,cdfb9ead-cb58-4a53-879d-5e4ed5329e73,Direct Exposure to SARS-CoV-2 and Cigarette Smoke Increases Infection Severity and Alters the Stem Cell-Derived Airway Repair Response
30,de985818-285f-4f59-9dbd-d74968fddba3,A single-cell atlas of the healthy breast tissues reveals clinically relevant clusters of breast epithelial cells,female,21-year-old human stage | 35-year-old human stage | 42-year-old human stage | 43-year-old human stage | 44-year-old human stage | 60-year-old human stage | human adult stage,African American | Chinese | European,B cell | basal cell | endocrine cell | endothelial cell of lymphatic vessel | luminal epithelial cell of mammary gland | progenitor cell,CL:0000236 | CL:0000646 | CL:0000163 | CL:0002138 | CL:0002326 | CL:0011026,upper outer quadrant of breast,31696,True,10.1016/j.xcrm.2021.100219,http://dx.doi.org/10.1016/j.xcrm.2021.100219,A single-cell atlas of the healthy breast tissues reveals clinically relevant clusters of breast epithelial cells,PRIMARY,normal,c9706a92-0e5f-46c1-96d8-20e42467f287,A single-cell atlas of the healthy breast tissues reveals clinically relevant clusters of breast epithelial cells
31,1009f384-b12d-448e-ba9f-1b7d2ecfbb4e,Neuronal — Cells of the adult human heart,female | male,eighth decade human stage | fifth decade human stage | human late adulthood stage | human middle aged stage | seventh decade human stage | sixth decade human stage,European,neural cell,CL:0002319,apex of heart | heart left ventricle | heart right ventricle | interventricular septum | left cardiac atrium | right cardiac atrium,3961,False,10.1038/s41586-020-2797-4,http://dx.doi.org/10.1038/s41586-020-2797-4,Cells of the adult human heart,SECONDARY,normal,b52eb423-5d0d-4645-b217-e1c6d38b2e72,Cells of the adult human heart
32,572f3f3e-d3e4-4d13-8e2b-88215e508481,Vascular — Cells of the adult human heart,female | male,eighth decade human stage | fifth decade human stage | human late adulthood stage | human middle aged stage | seventh decade human stage | sixth decade human stage,European,capillary endothelial cell | endothelial cell | endothelial cell of artery | endothelial cell of lymphatic vessel | mesothelial cell | pericyte cell | smooth muscle cell | vein endothelial cell,CL:0002144 | CL:0000115 | CL:1000413 | CL:0002138 | CL:0000077 | CL:0000669 | CL:0000192 | CL:0002543,apex of heart | heart left ventricle | heart right ventricle | interventricular septum | left cardiac atrium | right cardiac atrium,195395,False,10.1038/s41586-020-2797-4,http://dx.doi.org/10.1038/s41586-020-2797-4,Cells of the adult human heart,SECONDARY,normal,b52eb423-5d0d-4645-b217-e1c6d38b2e72,Cells of the adult human heart
33,78fd69d2-75e4-4207-819a-563139f273c6,Ventricular cardiomyocytes — Cells of the adult human heart,female | male,eighth decade human stage | fifth decade human stage | human late adulthood stage | human middle aged stage | seventh decade human stage | sixth decade human stage,European,regular ventricular cardiac myocyte,CL:0002131,apex of heart | heart left ventricle | heart right ventricle | interventricular septum,125289,False,10.1016/j.yjmcc.2005.03.003,http://dx.doi.org/10.1016/j.yjmcc.2005.03.003,Novel cell lines derived from adult human ventricular cardiomyocytes,SECONDARY,normal,b52eb423-5d0d-4645-b217-e1c6d38b2e72,Cells of the adult human heart
34,84f1a631-910b-4fbb-9f76-d915a07316d2,Atrial cardiomyocytes — Cells of the adult human heart,female | male,eighth decade human stage | fifth decade human stage | human late adulthood stage | human middle aged stage | seventh decade human stage | sixth decade human stage,European,regular atrial cardiac myocyte,CL:0002129,left cardiac atrium | right cardiac atrium,23483,False,10.1136/bmj.329.7469.760-c,http://dx.doi.org/10.1136/bmj.329.7469.760-c,Cardiomyocytes from human stem cells restore heart rhythm,SECONDARY,normal,b52eb423-5d0d-4645-b217-e1c6d38b2e72,Cells of the adult human heart
