,dataset_id,dataset_name,dataset_shortname,genders,development_stage,organs,organ_cell_count,doi_title_is_same_as_dataset_title,doi_id,doi_url,doi_dataset_title,disease,publication_name,publication_url
10,03c6fce7-789e-4e78-a27a-664d562bb738,"Transcriptomes of 1,529 individual cells from 88 human preimplantation embryos",humanPreimplantationEmbryos,unknown,human adult stage,embryo,[{'embryo': 1529}],False,10.1093/molehr/4.6.571,http://dx.doi.org/10.1093/molehr/4.6.571,Isolation of cDNA libraries from individual human preimplantation embryos,normal,Single-Cell RNA-Seq Reveals Lineage and X Chromosome Dynamics in Human Preimplantation Embryos,https://www.cell.com/fulltext/S0092-8674(16)30280-X#secsectitle0115
11,d2111fac-3fc4-4f42-9b6d-32cd6a828267,Human cerebral organoids recapitulate gene expression programs of fetal neocortex development.,HumanCerebralOrganoidsFetalNeocortex,female | unknown,fetal stage | human adult stage,brain,[{'brain': 734}],True,10.1073/pnas.1520760112,http://dx.doi.org/10.1073/pnas.1520760112,Human cerebral organoids recapitulate gene expression programs of fetal neocortex development,normal,Human cerebral organoids recapitulate gene expression programs of fetal neocortex development,https://www.pnas.org/content/pnas/112/51/15672.full.pdf
12,67a3de09-45b9-49c3-a068-ff4665daa50e,Re-evaluation of human BDCA-2+ DC during acute sterile skin inflammation.,AcuteSkinInflammation,male,human adult stage,blood | skin of body,"[{'blood': None}, {'skin of body': None}]",True,10.1084/jem.20190811,http://dx.doi.org/10.1084/jem.20190811,Re-evaluation of human BDCA-2+ DC during acute sterile skin inflammation,normal,Re-evaluation of human BDCA-2+ DC during acute sterile skin inflammation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7062525/
13,0792db34-8047-4e62-802c-9177c9cd8e28,Joint profiling of chromatin accessibility and gene expression in thousands of single cells,JointProfilingChromatinAccessibilityGeneExpression,female | male | unknown,adult | embryo stage | fetal stage | human adult stage,mouse kidney | kidney,"[{'mouse kidney': 11296}, {'kidney': 4824}]",True,10.1126/science.aau0730,http://dx.doi.org/10.1126/science.aau0730,Joint profiling of chromatin accessibility and gene expression in thousands of single cells,lung adenocarcinoma | normal,Joint profiling of chromatin accessibility and gene expression in thousands of single cells.,https://science.sciencemag.org/content/361/6409/1380
14,04ad400c-58cb-40a5-bc2b-2279e13a910b,Blood and immune cell development in human fetal bone marrow and in Down syndrome,fetalLiverAndCordBloodCiteSeq,female | male | unknown,HsapDv:0000082 | fifth LMP month human stage | fourth LMP month human stage | human adult stage | third LMP month human stage,hematopoietic system | hematopoietic system | liver | blood,"[{'hematopoietic system': None}, {'hematopoietic system': None}, {'liver': None}, {'blood': None}]",False,10.1038/s41586-021-03929-x,http://dx.doi.org/10.1038/s41586-021-03929-x,Blood and immune development in human fetal bone marrow and Down syndrome,normal,Blood and immune development in human fetal bone marrow and Down syndrome,https://www.nature.com/articles/s41586-021-03929-x#Abs1
15,20f37aaf-caa1-40e6-9123-be6ce8feb2d6,Population-scale single-cell RNA-seq profiling across dopaminergic neuron differentiation.,DopaminergicNeuronDifferentiation,female | male,human adult stage,brain,[{'brain': None}],True,10.1101/2020.05.21.103820,http://dx.doi.org/10.1101/2020.05.21.103820,Population-scale single-cell RNA-seq profiling across dopaminergic neuron differentiation,normal,Population-scale single-cell RNA-seq profiling across dopaminergic neuron differentiation.,https://www.biorxiv.org/content/10.1101/2020.05.21.103820v1.full
16,52b29aa4-c8d6-42b4-807a-b35be94469ca,A survey of human brain transcriptome diversity at the single cell level,SurveyhumanBrainTranscriptomediversity,female | male | unknown,fetal stage | human adult stage,brain,[{'brain': 466}],True,10.1073/pnas.1507125112,http://dx.doi.org/10.1073/pnas.1507125112,A survey of human brain transcriptome diversity at the single cell level,normal,A survey of human brain transcriptome diversity at the single cell level,https://www.pnas.org/content/112/23/7285
17,1ce3b3dc-02f2-44a8-96da-d6d107b27a76,Single-cell analysis reveals the continuum of human lympho-myeloid progenitor cells,HumanLymphoMyeloidProgenitorCells,unknown,human adult stage,umbilical cord,[{'umbilical cord': 420}],True,10.1038/s41590-017-0001-2,http://dx.doi.org/10.1038/s41590-017-0001-2,Single-cell analysis reveals the continuum of human lympho-myeloid progenitor cells,normal,Single-cell analysis reveals the continuum of human lympho-myeloid progenitor cells,https://www.nature.com/articles/s41590-017-0001-2#Sec13
18,5b328561-4a97-40ac-b7ad-6a90fc59d374,Sampling time-dependent artifacts in single-cell genomics studies,GSE132065_BloodTimeHuman,female | male | unknown,human adult stage,blood | immune system,"[{'blood': 120376}, {'immune system': 40000}]",True,10.1186/s13059-020-02032-0,http://dx.doi.org/10.1186/s13059-020-02032-0,Sampling time-dependent artifacts in single-cell genomics studies,chronic lymphocytic leukemia/small lymphocytic lymphoma | normal,Sampling time-dependent artifacts in single-cell genomics studies.,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-020-02032-0
19,99101928-d9b1-4aaf-b759-e97958ac7403,"Single cell RNA-seq of human pancreatic endocrine cells from Juvenile, adult control and type 2 diabetic donors.",HumanEndocrinePancreas,female | male,2-5 year-old child stage | human adult stage,Pancreas,[{'Pancreas': 635}],False,10.1101/085696,http://dx.doi.org/10.1101/085696,RNA-seq library preparation from single pancreatic acinar cells,normal | type 1 diabetes mellitus | type 2 diabetes mellitus,Single-Cell Transcriptomics of the Human Endocrine Pancreas,https://www.ncbi.nlm.nih.gov/pubmed?LinkName=gds_pubmed&from_uid=200083139
20,7adede6a-0ab7-45e6-9b67-ffe7466bec1f,RNA Sequencing of Single Human Islet Cells Reveals Type 2 Diabetes Genes,HumanIsletType2Diabetes,female | male,human adult stage,,[],True,10.1016/j.cmet.2016.08.018,http://dx.doi.org/10.1016/j.cmet.2016.08.018,RNA Sequencing of Single Human Islet Cells Reveals Type 2 Diabetes Genes,normal | type 2 diabetes mellitus,RNA Sequencing of Single Human Islet Cells Reveals Type 2 Diabetes Genes,https://www.cell.com/cell-metabolism/pdf/S1550-4131(16)30434-X.pdf
21,8559a8ed-5d8c-4fb6-bde8-ab639cebf03c,Cryopreservation and post-thaw characterization of dissociated human islet cells,CryoPancreaticIsletCellPatchSeq,unknown,human adult stage,pancreas,[{'pancreas': 189}],True,10.1371/journal.pone.0263005,http://dx.doi.org/10.1371/journal.pone.0263005,Cryopreservation and post-thaw characterization of dissociated human islet cells,normal,Cryopreservation and post-thaw characterization of dissociated human islet cells,
22,e77fed30-959d-4fad-bc15-a0a5a85c21d2,Single-cell transcriptomics of East-Asian pancreatic islets cells,EastAsianPancreaticIslets,unknown,human adult stage,pancreas,[{'pancreas': 223}],True,10.1038/s41598-017-05266-4,http://dx.doi.org/10.1038/s41598-017-05266-4,Single-cell transcriptomics of East-Asian pancreatic islets cells,normal,Single-cell transcriptomics of East-Asian pancreatic islets cells.,https://www.nature.com/articles/s41598-017-05266-4
23,f8aa201c-4ff1-45a4-890e-840d63459ca2,Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease,HumanColonicMesenchymeIBD,female | male,adult | human adult stage,colon,[{'colon': 16893}],True,10.1016/j.cell.2018.08.067,http://dx.doi.org/10.1016/j.cell.2018.08.067,Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease,colitis (disease) | normal | ulcerative colitis (disease),Structural Remodeling of the Human Colonic Mesenchyme in Inflammatory Bowel Disease,https://www.ncbi.nlm.nih.gov/pubmed/30270042
24,f2fe82f0-4454-4d84-b416-a885f3121e59,Decoding the development of the blood and immune systems during human fetal liver haematopoiesis,FetalLiverHaematopoiesis,female | male,10th week post-fertilization human stage | 11th week post-fertilization human stage | 12th week post-fertilization human stage | 13th week post-fertilization human stage | 15th week post-fertilization human stage | 16th week post-fertilization human stage | 17th week post-fertilization human stage | 9th week post-fertilization human stage | Carnegie stage 14 | Carnegie stage 23 | organogenesis stage,zone of skin | yolk sac | liver | kidney,"[{'zone of skin': 54688}, {'yolk sac': 10069}, {'liver': 148712}, {'kidney': 9643}]",True,10.1101/654210,http://dx.doi.org/10.1101/654210,Decoding the development of the blood and immune systems during human fetal liver haematopoiesis,normal,Decoding human fetal liver haematopoiesis,https://www.nature.com/articles/s41586-019-1652-y
25,c6ad8f9b-d26a-4811-b2ba-93d487978446,Single cell transcriptomics defines human islet cell signatures and reveals cell-type-specific expression changes in type 2 diabetes [single cell],HumanT2DPancreas,female | male,human adult stage,pancreas,[{'pancreas': 638}],False,10.1101/gr.212720.116,http://dx.doi.org/10.1101/gr.212720.116,Single-cell transcriptomes identify human islet cell signatures and reveal cell-type–specific expression changes in type 2 diabetes,normal | type 2 diabetes mellitus,Single-cell transcriptomes identify human islet cell signatures and reveal cell-type–specific expression changes in type 2 diabetes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5287227/
26,bd400331-54b9-4fcc-bff6-6bb8b079ee1f,Sex-Specific Control of Human Heart Maturation by the Progesterone Receptor.,HumanHeartMaturationsnSeq,female | male,adolescent stage | child stage | fetal stage | human adult stage,heart,[{'heart': 90000}],True,10.1161/circulationaha.120.051921,http://dx.doi.org/10.1161/circulationaha.120.051921,Sex-Specific Control of Human Heart Maturation by the Progesterone Receptor,normal,Sex-Specific Control of Human Heart Maturation by the Progesterone Receptor.,https://doi.org/10.1161/circulationaha.120.051921
27,05657a59-9f9d-4bb9-b77b-24be13aa5cea,Spatial and single-cell transcriptional profiling identifies functionally distinct human dermal fibroblast subpopulations,HumanDermalFibroblastSubpopulations,female,human adult stage,abdomen,[{'abdomen': 184}],True,10.1016/j.jid.2018.01.016,http://dx.doi.org/10.1016/j.jid.2018.01.016,Spatial and Single-Cell Transcriptional Profiling Identifies Functionally Distinct Human Dermal Fibroblast Subpopulations,normal,Spatial and single-cell transcriptional profiling identifies functionally distinct human dermal fibroblast subpopulations,https://pubmed.ncbi.nlm.nih.gov/29391249/
28,7880637a-35a1-4047-b422-b5eac2a2a358,Single-cell transcriptomics of the human retinal pigment epithelium and choroid in health and macular degeneration,HumanRPEandChoroid,female | male,human adult stage,eye,[{'eye': 18560}],True,10.1073/pnas.1914143116,http://dx.doi.org/10.1073/pnas.1914143116,Single-cell transcriptomics of the human retinal pigment epithelium and choroid in health and macular degeneration,chronic obstructive pulmonary disease | lung cancer | normal,Single-cell transcriptomics of the human retinal pigment epithelium and choroid in health and macular degeneration,https://pubmed.ncbi.nlm.nih.gov/31712411/
29,a60803bb-f7db-45cf-b529-95436152a801,Kidney organoid reproducibility across multiple human iPSC lines and diminished off target cells after transplantation revealed by single cell transcriptomics,transplantedKidneyOrganoids,female | male,human adult stage | newborn human stage,kidney,[{'kidney': None}],True,10.1101/516807,http://dx.doi.org/10.1101/516807,Kidney organoid reproducibility across multiple human iPSC lines and diminished off target cells after transplantation revealed by single cell transcriptomics,normal,Single cell census of human kidney organoids shows reproducibility and diminished off-target cells after transplantation,https://www.nature.com/articles/s41467-019-13382-0
30,50151324-f3ed-4358-98af-ec352a940a61,Single-cell atlas of human oral mucosa reveals a stromal-neutrophil axis in tissue immunity regulation,oralMucosaAtlas,female | male,adult human stage,mouth mucosa,[{'mouth mucosa': None}],False,10.1016/j.cell.2021.05.013,http://dx.doi.org/10.1016/j.cell.2021.05.013,Human oral mucosa cell atlas reveals a stromal-neutrophil axis regulating tissue immunity,normal | periodontal disease,Human oral mucosa cell atlas reveals a stromal-neutrophil axis regulating tissue immunity,https://pubmed.ncbi.nlm.nih.gov/34129837/
31,946c5add-47d1-402a-97bb-a5af97e8bce7,Transcriptome Landscape of Human Folliculogenesis Reveals Oocytes and Granulosa Cells Interactions,TranscriptomeLandscapeHumanFollicle,female,human adult stage,ovary,[{'ovary': 148}],False,10.1101/285445,http://dx.doi.org/10.1101/285445,Transcriptome Landscape of Human Oocytes and Granulosa Cells Throughout Folliculogenesis,normal,Transcriptome Landscape of Human Folliculogenesis Reveals Oocyte and Granulosa Cell Interactions,https://pubmed.ncbi.nlm.nih.gov/30472193/
32,eaefa1b6-dae1-4414-953b-17b0427d061e,Single-Cell RNA-Seq Reveals Transcriptional Heterogeneity in Latent and Reactivated HIV-infected Cells,TranscriptionalHeterogeneityInLatentAndReactivatedHivInfectedCells,unknown,human adult stage,blood,[{'blood': 384}],True,10.1016/s2055-6640(20)30525-2,http://dx.doi.org/10.1016/s2055-6640(20)30525-2,Single-cell RNA-Seq reveals transcriptional heterogeneity in latent and reactivated HIV-infected cells,HIV infectious disease | normal,Single-Cell RNA-Seq Reveals Transcriptional Heterogeneity in Latent and Reactivated HIV-infected Cells,https://www.sciencedirect.com/science/article/pii/S2211124718304789
33,c1810dbc-16d2-45c3-b45e-3e675f88d87b,A cell atlas of human thymic development defines T cell repertoire formation,HumanThymicDevelopment,female | male,10-month-old human stage | 10th week post-fertilization human stage | 11th week post-fertilization human stage | 12th week post-fertilization human stage | 13th week post-fertilization human stage | 14th week post-fertilization human stage | 16th week post-fertilization human stage | 17th week post-fertilization human stage | 2-year-old human stage | 3-month-old human stage | 9th week post-fertilization human stage | adult | human adult stage | juvenile stage | mature stage | organogenesis stage,thymus | colon,"[{'thymus': 456000}, {'colon': 16000}]",True,10.1101/2020.01.28.911115,http://dx.doi.org/10.1101/2020.01.28.911115,A cell atlas of human thymic development defines T cell repertoire formation,normal,A cell atlas of human thymic development defines T cell repertoire formation.,https://science.sciencemag.org/content/367/6480/eaay3224
34,e526d91d-cf3a-44cb-80c5-fd7676b55a1d,Transcriptional analysis of cystic fibrosis airways at single-cell resolution reveals altered epithelial cell states and composition,GompertsAirwatCfCells,unknown,human adult stage,lung,[{'lung': None}],True,10.1038/s41591-021-01332-7,http://dx.doi.org/10.1038/s41591-021-01332-7,Transcriptional analysis of cystic fibrosis airways at single-cell resolution reveals altered epithelial cell states and composition,cystic fibrosis | normal,Transcriptional analysis of cystic fibrosis airways at single-cell resolution reveals altered epithelial cell states and composition,https://pubmed.ncbi.nlm.nih.gov/33958799/
35,2a72a4e5-66b2-405a-bb7c-1e463e8febb0,Single-cell transcriptomics uncovers distinct molecular signatures of stem cells in chronic myeloid leukemia,StemCellsInChronicMyeloidLeukemia,female | unknown,human adult stage,hematopoietic system,[{'hematopoietic system': 2289}],True,10.1038/nm.4336,http://dx.doi.org/10.1038/nm.4336,Single-cell transcriptomics uncovers distinct molecular signatures of stem cells in chronic myeloid leukemia,atypical chronic myeloid leukemia | normal,Single-cell transcriptomics uncovers distinct molecular signatures of stem cells in chronic myeloid leukemia,https://www.nature.com/articles/nm.4336
36,b51f49b4-0d2e-4cbd-bbd5-04cd171fc2fa,Single-cell RNA Sequencing of human microglia from post mortem Alzheimers Disease CNS tissue.,SingleCellsAlzheimers,female | male,human adult stage,brain,[{'brain': 4725000}],False,10.1038/s41467-020-19737-2,http://dx.doi.org/10.1038/s41467-020-19737-2,Single cell RNA sequencing of human microglia uncovers a subset associated with Alzheimer’s disease,Alzheimer disease | cognitive impairment with or without cerebellar ataxia | normal,Profiling Microglia From Alzheimer's Disease Donors and Non-demented Elderly in Acute Human Postmortem Cortical Tissue.,https://pubmed.ncbi.nlm.nih.gov/33192286/
37,78b2406d-bff2-46fc-8b61-20690e602227,Single-cell transcriptomics reveals unique features of human pancreatic islet cell subtypes,HumanPancreaticIslets,male,human adult stage,pancreas,[{'pancreas': 72}],False,10.15252/embr.201540946,http://dx.doi.org/10.15252/embr.201540946,Single‐cell transcriptomes reveal characteristic features of human pancreatic islet cell types,normal,Single-cell transcriptomes reveal characteristic features of human pancreatic islet cell types.,https://pubmed.ncbi.nlm.nih.gov/26691212/
38,c31fa434-c9ed-4263-a9b6-d9ffb9d44005,A single-cell atlas of chromatin accessibility in the human genome,atlasOfChromatinAccessibility,female | male,human adult stage,skin epidermis | esophagus | heart | breast | small intestine | thyroid gland | stomach | pancreas | adipose tissue | colon | vagina | aorta | tibial nerve | adrenal gland | liver | ovary | uterus | lung,"[{'skin epidermis': None}, {'esophagus': None}, {'heart': None}, {'breast': None}, {'small intestine': None}, {'thyroid gland': None}, {'stomach': None}, {'pancreas': None}, {'adipose tissue': None}, {'colon': None}, {'vagina': None}, {'aorta': None}, {'tibial nerve': None}, {'adrenal gland': None}, {'liver': None}, {'ovary': None}, {'uterus': None}, {'lung': None}]",True,10.1016/j.cell.2021.10.024,http://dx.doi.org/10.1016/j.cell.2021.10.024,A single-cell atlas of chromatin accessibility in the human genome,normal,A single-cell atlas of chromatin accessibility in the human genome,https://www.cell.com/cell/fulltext/S0092-8674(21)01279-4
39,8a40ff19-e614-4c50-b23b-5c9e1d546bab,Dissecting the Global Dynamic Molecular Profiles of Human Fetal Kidney Development by Single-Cell RNA Sequencing,HumanFetalKidney,female | male | unknown,fetal stage,kidney,[{'kidney': 3500}],True,10.1016/j.celrep.2018.08.056,http://dx.doi.org/10.1016/j.celrep.2018.08.056,Dissecting the Global Dynamic Molecular Profiles of Human Fetal Kidney Development by Single-Cell RNA Sequencing,normal,Dissecting the Global Dynamic Molecular Profiles of Human Fetal Kidney Development by Single-Cell RNA Sequencing,https://www.ncbi.nlm.nih.gov/pubmed/30257215
40,ce33dde2-382d-448c-b6ac-bfb424644f23,Single Cell RNA-Seq Analysis Reveals  Fate Decision of Human Pre-cDC Determined  by Transcription Factor Competition,PreCdcFateTxFactCompetition,unknown,human adult stage,blood,[{'blood': 188}],False,10.1186/s12860-019-0199-y,http://dx.doi.org/10.1186/s12860-019-0199-y,Single cell RNA-Seq reveals pre-cDCs fate determined by transcription factor combinatorial dose,normal,Single cell RNA-Seq reveals pre-cDCs fate determined by transcription factor combinatorial dose,https://pubmed.ncbi.nlm.nih.gov/31253076/
41,52d10a60-c8d1-4d06-8a5e-af0d5c0d5034,Genomic profiling of human spermatogonial stem cells,HumanSpermatogonialStemCells,male,human adult stage,testis,[{'testis': 175}],False,10.21037/sci.2018.04.04,http://dx.doi.org/10.21037/sci.2018.04.04,Epigenomic and single-cell profiling of human spermatogonial stem cells,normal,Chromatin and Single-Cell RNA-Seq Profiling Reveal Dynamic Signaling and Metabolic Transitions during Human Spermatogonial Stem Cell Development,https://www.cell.com/cell-stem-cell/fulltext/S1934-5909(17)30370-3?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS1934590917303703%3Fshowall%3Dtrue#secsectitle0015
42,455b46e6-d8ea-4611-861e-de720a562ada,"Transcriptomic characterisation of haematopoietic stem and progenitor cells from human adult bone marrow, spleen and peripheral blood",AdultHemOrgans,female | male,human adult stage,bone marrow | blood | spleen,"[{'bone marrow': 87532}, {'blood': 25016}, {'spleen': 60043}]",False,10.1111/j.1423-0410.2011.01471.x,http://dx.doi.org/10.1111/j.1423-0410.2011.01471.x,"Quality controls of cryopreserved haematopoietic progenitor cells (peripheral blood, cord blood, bone marrow)",N/A,Quantitative and molecular differences distinguish adult human medullary and extramedullary haematopoietic stem and progenitor cell landscapes.,https://doi.org/10.1101/2020.01.26.919753
43,c5ca43aa-3b2b-4216-8eb3-f57adcbc99a1,Single-cell sequencing unveils distinct immune microenvironment in human chronic pancreatitis,CPmicroEnvironment,female | male,adolescent stage | child stage | human adult stage,pancreas,[{'pancreas': None}],False,10.1101/2021.04.05.438347,http://dx.doi.org/10.1101/2021.04.05.438347,Single-cell sequencing unveils distinct immune microenvironment with CCR6-CCL20 crosstalk in human chronic pancreatitis,chronic pancreatitis | hereditary chronic pancreatitis | normal,Single-cell sequencing unveils distinct immune microenvironment with CCR6-CCL20 crosstalk in human chronic pancreatitis,https://www.biorxiv.org/content/10.1101/2021.04.05.438347v2.full.pdf
44,4bec484d-ca7a-47b4-8d48-8830e06ad6db,Single-cell RNA-Seq Investigation of Foveal and Peripheral Expression in the Human Retina,HumanFoveaRetinaScheetzSheffield,female | male,human adult stage,retina,[{'retina': 8217}],False,10.1016/j.exer.2019.05.001,http://dx.doi.org/10.1016/j.exer.2019.05.001,Molecular characterization of foveal versus peripheral human retina by single-cell RNA sequencing,glaucoma (disease) | normal,Molecular characterization of foveal versus peripheral human retina by single-cell RNA sequencing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6596422/
45,4d6f6c96-2a83-43d8-8fe1-0f53bffd4674,Dissecting the human liver cellular landscape by single cell RNA-seq reveals novel intrahepatic monocyte/ macrophage populations,SingleCellLiverLandscape,female | male,human adult stage,liver,[{'liver': 30000}],False,10.1038/s41467-018-06318-7,http://dx.doi.org/10.1038/s41467-018-06318-7,Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations,normal,Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6197289/
46,602628d7-c038-48a8-aa97-ffbb2cb44c9d,A Single-cell Transcriptomic Atlas of Human Intervertebral Disc,AtlasOfHumanIntervertebralDisc,male,human adult stage,intervertebral disk | bone element | skeletal element,"[{'intervertebral disk': None}, {'bone element': None}, {'skeletal element': None}]",False,10.1016/j.devcel.2020.11.002,http://dx.doi.org/10.1016/j.devcel.2020.11.002,A Single-Cell Transcriptomic Atlas of Human Skin Aging,normal,Spatially defined single-cell transcriptional profiling characterizes diverse chondrocyte subtypes and nucleus pulposus progenitors in human intervertebral discs.,https://www.nature.com/articles/s41413-021-00163-z#Abs1
47,3a694703-3084-4ece-9abe-d935fd5f6748,Tracing pluripotency of human early embryos and embryonic stem cells by single cell RNA-seq,HumanPreimplantationEmbryosESCs,female,human adult stage,embryo | blastocyst,"[{'embryo': 90}, {'blastocyst': 34}]",False,10.1038/nsmb.2660,http://dx.doi.org/10.1038/nsmb.2660,Single-cell RNA-Seq profiling of human preimplantation embryos and embryonic stem cells,normal,Single-cell RNA-Seq profiling of human preimplantation embryos and embryonic stem cells,https://pubmed.ncbi.nlm.nih.gov/23934149/#affiliation-1
