,dataset_id,dataset_name,Source,CZI CellXGene,Human Cell Atlas DCP,CXG + HCA (BOTH),"matched at (src, dest)",sex,development_stage,organs,organ_cell_count,total_cell_count,disease,publication_name / collection_name,doi_title_same_as_dataset_title,doi_id,doi_url,doi_title
10,ae4f8ddd-cac9-4172-9681-2175da462f2e,Second Trimester Human Developing Brain Regions and Cortical Areas,CZI CXG,1,0,0,,unknown,14th week post-fertilization human stage | 16th week post-fertilization human stage | 17th week post-fertilization human stage | 18th week post-fertilization human stage | 19th week post-fertilization human stage | 20th week post-fertilization human stage | 22nd week post-fertilization human stage | 25th week post-fertilization human stage,parietal cortex | prefrontal cortex | primary motor cortex | primary somatosensory cortex | primary visual cortex | temporal cortex,N/A,457965,normal,Human developing neocortex by area,False,10.1201/9780203507483,http://dx.doi.org/10.1201/9780203507483,The Human Brain During the Second Trimester
11,aad97cb5-f375-45ef-ae9d-178e7f5d5180,Retinal ganglion cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,11617,normal,Single-cell transcriptomic atlas for adult human retina,False,10.3389/fneur.2021.636330,http://dx.doi.org/10.3389/fneur.2021.636330,Intrinsically Photosensitive Retinal Ganglion Cells of the Human Retina
12,0129dbd9-a7d3-4f6b-96b9-1da155a93748,All major cell types in adult human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,244474,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1126/science.2449732,http://dx.doi.org/10.1126/science.2449732,Multipotent Precursors Can Give Rise to All Major Cell Types of the Frog Retina
13,8f10185b-e0b3-46a5-8706-7f1799225d79,Bipolar cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,53040,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1007/bf00216969,http://dx.doi.org/10.1007/bf00216969,Simulated bipolar cells in fovea of human retina
14,11ef37ee-2173-458e-aab8-7fe35da8e47b,Horizontal cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,7348,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1016/b978-0-12-809324-5.01402-4,http://dx.doi.org/10.1016/b978-0-12-809324-5.01402-4,Retina: Information Processing: Horizontal Cells☆
15,359f7af4-87d4-4117-9d6c-ca4cfa1f3f0b,Amacrine cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,56507,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1016/0167-0115(83)90050-2,http://dx.doi.org/10.1016/0167-0115(83)90050-2,Neurotensin-immunoreactive amacrine cells in human retina
16,00e5dedd-b9b7-43be-8c28-b0e5c6414a62,Photoreceptor cells in human retina (rod cells downsampled),CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,21422,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1016/0014-5793(87)81144-4,http://dx.doi.org/10.1016/0014-5793(87)81144-4,Light-stimulated protein movement in rod photoreceptor cells of the rat retina
17,ed419b4e-db9b-40f1-8593-68fdf8dfb076,Non-neuronal cells in human retina,CZI CXG,1,0,0,,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,fovea centralis | macula lutea proper | peripheral region of retina,N/A,18011,normal,Single-cell transcriptomic atlas for adult human retina,False,10.1159/000112659,http://dx.doi.org/10.1159/000112659,Purification and Cytochemical Identification of Neuronal and Non-Neuronal Cells in Chick Embryo Retina Cultures
18,acf818eb-f6d2-42b9-bb1d-475aa9cff2bb,scRNA-seq analysis of ciliated cells of healthy human fallopian tubes,CZI CXG,1,0,0,,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,N/A,2798,normal,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
19,cac02b79-9f54-4668-9235-60d3b76a4197,scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,CZI CXG,1,0,0,,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,N/A,14285,normal,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
20,03c544fb-a103-4d18-9230-eae9cfee3af2,scRNA-seq analysis of stromal cells of healthy human fallopian tubes,CZI CXG,1,0,0,,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,N/A,28691,normal,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
21,b693123e-95e6-4331-8b50-f367489a767e,scRNA-seq analysis of human fallopian tubes in healthy Vs. hydrosalphinx states,CZI CXG,1,0,0,,female,30-year-old human stage | 31-year-old human stage | 32-year-old human stage | 34-year-old human stage | 46-year-old human stage | 52-year-old human stage,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,N/A,77536,hydrosalpinx | normal,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
22,c6413315-7158-46c5-a5fd-7228385694f1,scRNA-seq analysis of healthy human fallopian tubes,CZI CXG,1,0,0,,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,N/A,59738,normal,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
23,53d208b0-2cfd-4366-9866-c3c6114081bc,Tabula Sapiens - All Cells,CZI CXG,1,0,0,,female | male,22-year-old human stage | 33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 42-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,adipose tissue | bladder organ | blood | bone marrow | eye | heart | kidney | large intestine | liver | lung | lymph node | mammary gland | muscle tissue | pancreas | prostate gland | saliva-secreting gland | skin of body | small intestine | spleen | thymus | tongue | trachea | uterus | vasculature,N/A,481120,normal,Tabula Sapiens,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression
24,5a11f879-d1ef-458a-910c-9b0bdfca5ebf,Tabula Sapiens - Endothelial,CZI CXG,1,0,0,,female | male,33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,adipose tissue | bladder organ | eye | heart | kidney | large intestine | liver | lung | lymph node | mammary gland | muscle tissue | pancreas | prostate gland | saliva-secreting gland | skin of body | small intestine | spleen | thymus | tongue | trachea | uterus | vasculature,N/A,32701,normal,Tabula Sapiens,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression
25,97a17473-e2b1-4f31-a544-44a60773e2dd,Tabula Sapiens - Epithelial,CZI CXG,1,0,0,,female | male,33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,bladder organ | eye | heart | kidney | large intestine | liver | lung | mammary gland | pancreas | prostate gland | saliva-secreting gland | skin of body | small intestine | thymus | tongue | trachea | uterus | vasculature,N/A,102870,normal,Tabula Sapiens,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression
26,a68b64d8-aee3-4947-81b7-36b8fe5a44d2,Tabula Sapiens - Stromal,CZI CXG,1,0,0,,female | male,33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,adipose tissue | bladder organ | eye | heart | large intestine | liver | lung | lymph node | mammary gland | muscle tissue | pancreas | prostate gland | saliva-secreting gland | skin of body | small intestine | thymus | tongue | trachea | uterus | vasculature,N/A,81529,normal,Tabula Sapiens,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression
27,c5d88abe-f23a-45fa-a534-788985e93dad,Tabula Sapiens - Immune,CZI CXG,1,0,0,,female | male,22-year-old human stage | 33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 42-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,adipose tissue | bladder organ | blood | bone marrow | eye | heart | kidney | large intestine | liver | lung | lymph node | mammary gland | muscle tissue | pancreas | prostate gland | saliva-secreting gland | skin of body | small intestine | spleen | thymus | tongue | trachea | uterus | vasculature,N/A,264009,normal,Tabula Sapiens,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression
28,dd018fc0-8da7-4033-a2ba-6b47de8ebb4f,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Epithelial Cells,CZI CXG,1,0,0,,male,29-year-old human stage | 31-year-old human stage | 67-year-old human stage | 71-year-old human stage | 72-year-old human stage | 73-year-old human stage | 74-year-old human stage | 81-year-old human stage,peripheral zone of prostate | transition zone of prostate,N/A,42127,benign prostatic hyperplasia | normal,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,False,10.1002/path.5751,http://dx.doi.org/10.1002/path.5751,Single‐cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions
29,574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,CZI CXG,1,0,0,,male,29-year-old human stage | 31-year-old human stage | 67-year-old human stage | 71-year-old human stage | 72-year-old human stage | 73-year-old human stage | 74-year-old human stage | 81-year-old human stage,peripheral zone of prostate | transition zone of prostate,N/A,83451,benign prostatic hyperplasia | normal,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,False,10.1002/path.5751,http://dx.doi.org/10.1002/path.5751,Single‐cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions
30,5ba85070-a41c-4184-9c18-cf34c3fd0f62,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Fibromuscular Stromal Cells,CZI CXG,1,0,0,,male,29-year-old human stage | 31-year-old human stage | 67-year-old human stage | 71-year-old human stage | 72-year-old human stage | 73-year-old human stage | 74-year-old human stage | 81-year-old human stage,peripheral zone of prostate | transition zone of prostate,N/A,10742,benign prostatic hyperplasia | normal,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,False,10.1002/path.5751,http://dx.doi.org/10.1002/path.5751,Single‐cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions
31,d3a83885-5198-4b04-8314-b753b66ef9a8,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Leukocyte Cells,CZI CXG,1,0,0,,male,29-year-old human stage | 31-year-old human stage | 67-year-old human stage | 71-year-old human stage | 72-year-old human stage | 73-year-old human stage | 74-year-old human stage | 81-year-old human stage,peripheral zone of prostate | transition zone of prostate,N/A,19037,benign prostatic hyperplasia | normal,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,False,10.1002/path.5751,http://dx.doi.org/10.1002/path.5751,Single‐cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions
32,df287f8d-f50d-4620-ab96-489d559e6adc,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Fibromuscular Stromal Cells,CZI CXG,1,0,0,,male,29-year-old human stage | 31-year-old human stage | 57-year-old human stage | 72-year-old human stage | 74-year-old human stage,peripheral zone of prostate | transition zone of prostate,N/A,1295,benign prostatic hyperplasia | normal,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate,False,10.1002/pros.24020,http://dx.doi.org/10.1002/pros.24020,Urethral luminal epithelia are castration‐insensitive cells of the proximal prostate
33,88c483bf-477d-4be5-90d3-4fb101dd601f,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,CZI CXG,1,0,0,,male,29-year-old human stage | 31-year-old human stage | 57-year-old human stage | 72-year-old human stage | 74-year-old human stage,peripheral zone of prostate | transition zone of prostate,N/A,25186,benign prostatic hyperplasia | normal,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate,False,10.1002/pros.24020,http://dx.doi.org/10.1002/pros.24020,Urethral luminal epithelia are castration‐insensitive cells of the proximal prostate
34,8b2e5453-faf7-46ea-9073-aea69b283cb7,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - All Human Cells,CZI CXG,1,0,0,,male,29-year-old human stage | 31-year-old human stage | 57-year-old human stage | 72-year-old human stage | 74-year-old human stage,peripheral zone of prostate | transition zone of prostate,N/A,28847,benign prostatic hyperplasia | normal,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate,False,10.1002/pros.24020,http://dx.doi.org/10.1002/pros.24020,Urethral luminal epithelia are castration‐insensitive cells of the proximal prostate
35,e2a3c32d-71e2-4f38-b19c-dfcb8729cf46,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra - Human Epithelial Cells,CZI CXG,1,1,1,"(35, 172)",male,29-year-old human stage | 31-year-old human stage,peripheral zone of prostate | transition zone of prostate,N/A,24544,normal,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra,False,10.1016/j.celrep.2018.11.086,http://dx.doi.org/10.1016/j.celrep.2018.11.086,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra
36,ea426edb-4e86-4c53-ab17-5b952d94a31e,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra - Human Fibromuscular Stromal Cells,CZI CXG,1,1,1,"(36, 172)",male,29-year-old human stage | 31-year-old human stage,peripheral zone of prostate | transition zone of prostate,N/A,2113,normal,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra,False,10.1016/j.celrep.2018.11.086,http://dx.doi.org/10.1016/j.celrep.2018.11.086,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra
37,c3fe3c1e-5bf8-4678-b74a-79899243ad41,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra - All Human Cells,CZI CXG,1,1,1,"(37, 172)",male,29-year-old human stage | 31-year-old human stage,peripheral zone of prostate | transition zone of prostate,N/A,28702,normal,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra,False,10.1016/j.celrep.2018.11.086,http://dx.doi.org/10.1016/j.celrep.2018.11.086,A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra
38,4ebe33a1-c8ba-4238-9724-bd8b3a977521,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,CZI CXG,1,0,0,,female,64-year-old human stage,renal medulla,N/A,17909,normal,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,False,10.1038/nmeth.3985,http://dx.doi.org/10.1038/nmeth.3985,Spatial transcriptomics
39,a5ecb41a-d1e8-4d6a-954c-30472a2f1007,Spatial transcriptomics in the healthy human kidney: Puck_200113_11,CZI CXG,1,0,0,,male,65-year-old human stage,cortex of kidney,N/A,19029,normal,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,False,10.1038/nmeth.3985,http://dx.doi.org/10.1038/nmeth.3985,Spatial transcriptomics
40,88b7da92-178d-4f27-bc18-b0165b256c67,Spatial transcriptomics in the healthy human kidney: Puck_200903_13,CZI CXG,1,0,0,,male,62-year-old human stage,renal medulla,N/A,44588,normal,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,False,10.1038/nmeth.3985,http://dx.doi.org/10.1038/nmeth.3985,Spatial transcriptomics
41,5c451b91-eb50-47f9-a268-467018a09023,Spatial transcriptomics in the healthy human kidney: Puck_200205_16,CZI CXG,1,0,0,,male,75-year-old human stage,cortex of kidney,N/A,13147,normal,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,False,10.17686/rusnauka_2015-200205,http://dx.doi.org/10.17686/rusnauka_2015-200205,10.17686/rusnauka_2015-200205
42,3679ae7d-d70e-4c09-a8bb-78b8ae1006ff,Spatial transcriptomics in the healthy human kidney: Puck_200131_25,CZI CXG,1,0,0,,female,64-year-old human stage,cortex of kidney,N/A,10701,normal,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,False,10.1038/nmeth.3985,http://dx.doi.org/10.1038/nmeth.3985,Spatial transcriptomics
43,b627552d-c205-4ab3-b440-e08b3271d372,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,CZI CXG,1,0,0,,male,56-year-old human stage,renal medulla,N/A,22502,normal,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,False,10.1038/nmeth.3985,http://dx.doi.org/10.1038/nmeth.3985,Spatial transcriptomics
44,ff77ee42-ed01-4e50-8413-4cea1f6fbcbc,Spatial transcriptomics in the healthy human kidney: Puck_200903_10,CZI CXG,1,0,0,,male,62-year-old human stage,cortex of kidney,N/A,38024,normal,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,False,10.1038/nmeth.3985,http://dx.doi.org/10.1038/nmeth.3985,Spatial transcriptomics
45,2d4998cf-bd56-4e59-b57d-a04682a36ab1,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,CZI CXG,1,0,0,,male,56-year-old human stage,renal medulla,N/A,20866,normal,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,False,10.1038/nmeth.3985,http://dx.doi.org/10.1038/nmeth.3985,Spatial transcriptomics
46,0738f538-ff2f-4346-b2eb-72704c291188,Spatial transcriptomics in the healthy human kidney: Puck_200113_12,CZI CXG,1,0,0,,male,65-year-old human stage,cortex of kidney,N/A,14010,normal,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,False,10.1038/nmeth.3985,http://dx.doi.org/10.1038/nmeth.3985,Spatial transcriptomics
47,0737011b-45a6-49f6-8b5a-b85c35160bac,Spatial transcriptomics in the healthy human kidney: Puck_200113_10,CZI CXG,1,0,0,,female,64-year-old human stage,renal medulla,N/A,18377,normal,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,False,10.1038/nmeth.3985,http://dx.doi.org/10.1038/nmeth.3985,Spatial transcriptomics
48,0d049f5a-19b1-4055-a377-011a9570032c,Spatial transcriptomics in the healthy human kidney: Puck_200115_07,CZI CXG,1,0,0,,male,50-year-old human stage,renal medulla,N/A,23921,normal,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,False,10.1038/nmeth.3985,http://dx.doi.org/10.1038/nmeth.3985,Spatial transcriptomics
