,dataset_id,dataset_name,genders,development_stage,ethnicity,cell_type,cell_type_ontology_id,organ/tissue,total_cell_count,doi_title_is_same_as_dataset_title,doi_id,doi_url,doi_dataset_title,is_primary_data,disease,collection_id,collection_name
10,ae4f8ddd-cac9-4172-9681-2175da462f2e,Second Trimester Human Developing Brain Regions and Cortical Areas,unknown,14th week post-fertilization human stage | 16th week post-fertilization human stage | 17th week post-fertilization human stage | 18th week post-fertilization human stage | 19th week post-fertilization human stage | 20th week post-fertilization human stage | 22nd week post-fertilization human stage | 25th week post-fertilization human stage,unknown,Cajal-Retzius cell | blood vessel endothelial cell | cerebral cortex GABAergic interneuron | cerebral cortex endothelial cell | forebrain radial glial cell | glutamatergic neuron | microglial cell | native cell | oligodendrocyte precursor cell | progenitor cell,CL:0000695 | CL:0000071 | CL:0010011 | CL:1001602 | CL:0013000 | CL:0000679 | CL:0000129 | CL:0000003 | CL:0002453 | CL:0011026,parietal cortex | prefrontal cortex | primary motor cortex | primary somatosensory cortex | primary visual cortex | temporal cortex,457965,False,10.1201/9780203507483,http://dx.doi.org/10.1201/9780203507483,The Human Brain During the Second Trimester,SECONDARY,normal,c8565c6a-01a1-435b-a549-f11b452a83a8,Human developing neocortex by area
11,aad97cb5-f375-45ef-ae9d-178e7f5d5180,Retinal ganglion cells in human retina,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,retinal ganglion cell,CL:0000740,fovea centralis | macula lutea proper | peripheral region of retina,11617,False,10.3389/fneur.2021.636330,http://dx.doi.org/10.3389/fneur.2021.636330,Intrinsically Photosensitive Retinal Ganglion Cells of the Human Retina,PRIMARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
12,0129dbd9-a7d3-4f6b-96b9-1da155a93748,All major cell types in adult human retina,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,amacrine cell | glial cell | retina horizontal cell | retinal bipolar neuron | retinal cone cell | retinal rod cell,CL:0000561 | CL:0000125 | CL:0000745 | CL:0000748 | CL:0000573 | CL:0000604,fovea centralis | macula lutea proper | peripheral region of retina,244474,False,10.1126/science.2449732,http://dx.doi.org/10.1126/science.2449732,Multipotent Precursors Can Give Rise to All Major Cell Types of the Frog Retina,PRIMARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
13,8f10185b-e0b3-46a5-8706-7f1799225d79,Bipolar cells in human retina,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,OFF-bipolar cell | ON-bipolar cell,CL:0000750 | CL:0000749,fovea centralis | macula lutea proper | peripheral region of retina,53040,False,10.1007/bf00216969,http://dx.doi.org/10.1007/bf00216969,Simulated bipolar cells in fovea of human retina,SECONDARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
14,11ef37ee-2173-458e-aab8-7fe35da8e47b,Horizontal cells in human retina,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,retina horizontal cell,CL:0000745,fovea centralis | macula lutea proper | peripheral region of retina,7348,False,10.1016/b978-0-12-809324-5.01402-4,http://dx.doi.org/10.1016/b978-0-12-809324-5.01402-4,Retina: Information Processing: Horizontal Cells☆,SECONDARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
15,359f7af4-87d4-4117-9d6c-ca4cfa1f3f0b,Amacrine cells in human retina,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,amacrine cell,CL:0000561,fovea centralis | macula lutea proper | peripheral region of retina,56507,False,10.1016/0167-0115(83)90050-2,http://dx.doi.org/10.1016/0167-0115(83)90050-2,Neurotensin-immunoreactive amacrine cells in human retina,SECONDARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
16,00e5dedd-b9b7-43be-8c28-b0e5c6414a62,Photoreceptor cells in human retina (rod cells downsampled),female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,retinal cone cell | retinal rod cell,CL:0000573 | CL:0000604,fovea centralis | macula lutea proper | peripheral region of retina,21422,False,10.1016/0014-5793(87)81144-4,http://dx.doi.org/10.1016/0014-5793(87)81144-4,Light-stimulated protein movement in rod photoreceptor cells of the rat retina,SECONDARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
17,ed419b4e-db9b-40f1-8593-68fdf8dfb076,Non-neuronal cells in human retina,female | male,65-year-old human stage | 73-year-old human stage | 78-year-old human stage | 83-year-old human stage | 84-year-old human stage,European,Mueller cell | astrocyte | microglial cell | retinal pigment epithelial cell,CL:0000636 | CL:0000127 | CL:0000129 | CL:0002586,fovea centralis | macula lutea proper | peripheral region of retina,18011,False,10.1159/000112659,http://dx.doi.org/10.1159/000112659,Purification and Cytochemical Identification of Neuronal and Non-Neuronal Cells in Chick Embryo Retina Cultures,SECONDARY,normal,af893e86-8e9f-41f1-a474-ef05359b1fb7,Single-cell transcriptomic atlas for adult human retina
18,acf818eb-f6d2-42b9-bb1d-475aa9cff2bb,scRNA-seq analysis of ciliated cells of healthy human fallopian tubes,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,European,ciliated epithelial cell,CL:0000067,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,2798,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,SECONDARY,normal,fc77d2ae-247d-44d7-aa24-3f4859254c2c,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
19,cac02b79-9f54-4668-9235-60d3b76a4197,scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,European,secretory cell,CL:0000151,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,14285,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,SECONDARY,normal,fc77d2ae-247d-44d7-aa24-3f4859254c2c,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
20,03c544fb-a103-4d18-9230-eae9cfee3af2,scRNA-seq analysis of stromal cells of healthy human fallopian tubes,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,European,blood vessel endothelial cell | endothelial cell of lymphatic vessel | fibroblast | myofibroblast cell | pericyte cell | smooth muscle cell,CL:0000071 | CL:0002138 | CL:0000057 | CL:0000186 | CL:0000669 | CL:0000192,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,28691,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,SECONDARY,normal,fc77d2ae-247d-44d7-aa24-3f4859254c2c,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
21,b693123e-95e6-4331-8b50-f367489a767e,scRNA-seq analysis of human fallopian tubes in healthy Vs. hydrosalphinx states,female,30-year-old human stage | 31-year-old human stage | 32-year-old human stage | 34-year-old human stage | 46-year-old human stage | 52-year-old human stage,European,B cell | blood vessel endothelial cell | ciliated epithelial cell | endothelial cell of lymphatic vessel | fibroblast | macrophage | mast cell | mature NK T cell | myofibroblast cell | pericyte cell | secretory cell | smooth muscle cell,CL:0000236 | CL:0000071 | CL:0000067 | CL:0002138 | CL:0000057 | CL:0000235 | CL:0000097 | CL:0000814 | CL:0000186 | CL:0000669 | CL:0000151 | CL:0000192,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,77536,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,PRIMARY,hydrosalpinx | normal,fc77d2ae-247d-44d7-aa24-3f4859254c2c,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
22,c6413315-7158-46c5-a5fd-7228385694f1,scRNA-seq analysis of healthy human fallopian tubes,female,30-year-old human stage | 31-year-old human stage | 46-year-old human stage | 52-year-old human stage,European,B cell | blood vessel endothelial cell | ciliated epithelial cell | endothelial cell of lymphatic vessel | fibroblast | macrophage | mast cell | mature NK T cell | myofibroblast cell | pericyte cell | secretory cell | smooth muscle cell,CL:0000236 | CL:0000071 | CL:0000067 | CL:0002138 | CL:0000057 | CL:0000235 | CL:0000097 | CL:0000814 | CL:0000186 | CL:0000669 | CL:0000151 | CL:0000192,ampulla of uterine tube | fallopian tube | fimbria of uterine tube | isthmus of fallopian tube,59738,False,10.1101/2021.09.16.460628,http://dx.doi.org/10.1101/2021.09.16.460628,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,SECONDARY,normal,fc77d2ae-247d-44d7-aa24-3f4859254c2c,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq
23,53d208b0-2cfd-4366-9866-c3c6114081bc,Tabula Sapiens - All Cells,female | male,22-year-old human stage | 33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 42-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,African American or Afro-Caribbean | Asian | European | Hispanic or Latin American,"B cell | CD141-positive myeloid dendritic cell | CD1c-positive myeloid dendritic cell | CD4-positive helper T cell | CD4-positive, alpha-beta T cell | CD4-positive, alpha-beta memory T cell | CD8-positive, alpha-beta T cell | CD8-positive, alpha-beta cytokine secreting effector T cell | CD8-positive, alpha-beta cytotoxic T cell | CD8-positive, alpha-beta memory T cell | DN1 thymic pro-T cell | DN3 thymocyte | DN4 thymocyte | Langerhans cell | Muller cell | Schwann cell | T cell | T follicular helper cell | acinar cell of salivary gland | adventitial cell | alpha-beta T cell | basal cell | basal cell of prostate epithelium | basophil | bladder urothelial cell | blood vessel endothelial cell | bronchial smooth muscle cell | capillary endothelial cell | cardiac endothelial cell | cardiac muscle cell | cell of skeletal muscle | ciliated cell | ciliated epithelial cell | classical monocyte | club cell | common myeloid progenitor | conjunctival epithelial cell | connective tissue cell | corneal epithelial cell | dendritic cell | double-positive, alpha-beta thymocyte | duct epithelial cell | duodenum glandular cell | effector CD4-positive, alpha-beta T cell | effector CD8-positive, alpha-beta T cell | endothelial cell | endothelial cell of artery | endothelial cell of hepatic sinusoid | endothelial cell of lymphatic vessel | endothelial cell of vascular tree | enterocyte | enterocyte of epithelium of large intestine | enterocyte of epithelium of small intestine | epithelial cell | epithelial cell of lacrimal sac | epithelial cell of uterus | erythrocyte | erythroid lineage cell | erythroid progenitor cell | eye photoreceptor cell | fast muscle cell | fat cell | fibroblast | fibroblast of breast | fibroblast of cardiac tissue | goblet cell | granulocyte | gut endothelial cell | hematopoietic stem cell | hepatocyte | immature natural killer cell | innate lymphoid cell | intermediate monocyte | intestinal crypt stem cell | intestinal crypt stem cell of large intestine | intestinal crypt stem cell of small intestine | intestinal enteroendocrine cell | intestinal tuft cell | intrahepatic cholangiocyte | ionocyte | keratinocyte | keratocyte | kidney epithelial cell | large intestine goblet cell | leukocyte | liver dendritic cell | luminal cell of prostate epithelium | luminal epithelial cell of mammary gland | lung ciliated cell | lung microvascular endothelial cell | macrophage | mast cell | mature NK T cell | mature conventional dendritic cell | medullary thymic epithelial cell | melanocyte | memory B cell | mesenchymal stem cell | mesothelial cell | microglial cell | monocyte | mucus secreting cell | muscle cell | myeloid cell | myeloid dendritic cell | myoepithelial cell | myofibroblast cell | myometrial cell | naive B cell | naive regulatory T cell | naive thymus-derived CD4-positive, alpha-beta T cell | naive thymus-derived CD8-positive, alpha-beta T cell | neutrophil | non-classical monocyte | pancreatic A cell | pancreatic D cell | pancreatic PP cell | pancreatic acinar cell | pancreatic ductal cell | pancreatic stellate cell | paneth cell of colon | paneth cell of epithelium of small intestine | pericyte cell | pigmented ciliary epithelial cell | plasma cell | plasmablast | plasmacytoid dendritic cell | platelet | pulmonary ionocyte | radial glial cell | regulatory T cell | respiratory goblet cell | retina horizontal cell | retinal bipolar neuron | retinal blood vessel endothelial cell | retinal ganglion cell | retinal pigment epithelial cell | salivary gland cell | secretory cell | serous cell of epithelium of bronchus | serous cell of epithelium of trachea | skeletal muscle satellite stem cell | slow muscle cell | small intestine goblet cell | smooth muscle cell | sperm | stem cell | stromal cell | surface ectodermal cell | tendon cell | thymocyte | tongue muscle cell | tracheal goblet cell | transit amplifying cell of colon | transit amplifying cell of small intestine | type B pancreatic cell | type I NK T cell | type I pneumocyte | type II pneumocyte | vascular associated smooth muscle cell | vein endothelial cell",CL:0000236 | CL:0002394 | CL:0002399 | CL:0000492 | CL:0000624 | CL:0000897 | CL:0000625 | CL:0000908 | CL:0000794 | CL:0000909 | CL:0000894 | CL:0000807 | CL:0000808 | CL:0000453 | CL:0011107 | CL:0002573 | CL:0000084 | CL:0002038 | CL:0002623 | CL:0002503 | CL:0000789 | CL:0000646 | CL:0002341 | CL:0000767 | CL:1001428 | CL:0000071 | CL:0002598 | CL:0002144 | CL:0010008 | CL:0000746 | CL:0000188 | CL:0000064 | CL:0000067 | CL:0000860 | CL:0000158 | CL:0000049 | CL:1000432 | CL:0002320 | CL:0000575 | CL:0000451 | CL:0000809 | CL:0000068 | CL:1001589 | CL:0001044 | CL:0001050 | CL:0000115 | CL:1000413 | CL:1000398 | CL:0002138 | CL:0002139 | CL:0000584 | CL:0002071 | CL:1000334 | CL:0000066 | CL:1000436 | CL:0002149 | CL:0000232 | CL:0000764 | CL:0000038 | CL:0000287 | CL:0000190 | CL:0000136 | CL:0000057 | CL:4006000 | CL:0002548 | CL:0000160 | CL:0000094 | CL:0000131 | CL:0000037 | CL:0000182 | CL:0000823 | CL:0001065 | CL:0002393 | CL:0002250 | CL:0009016 | CL:0009017 | CL:1001516 | CL:0019032 | CL:0002538 | CL:0005006 | CL:0000312 | CL:0002363 | CL:0002518 | CL:1000320 | CL:0000738 | CL:2000055 | CL:0002340 | CL:0002326 | CL:1000271 | CL:2000016 | CL:0000235 | CL:0000097 | CL:0000814 | CL:0000841 | CL:0002365 | CL:0000148 | CL:0000787 | CL:0000134 | CL:0000077 | CL:0000129 | CL:0000576 | CL:0000319 | CL:0000187 | CL:0000763 | CL:0000782 | CL:0000185 | CL:0000186 | CL:0002366 | CL:0000788 | CL:0002677 | CL:0000895 | CL:0000900 | CL:0000775 | CL:0000875 | CL:0000171 | CL:0000173 | CL:0002275 | CL:0002064 | CL:0002079 | CL:0002410 | CL:0009009 | CL:1000343 | CL:0000669 | CL:0002303 | CL:0000786 | CL:0000980 | CL:0000784 | CL:0000233 | CL:0017000 | CL:0000681 | CL:0000815 | CL:0002370 | CL:0000745 | CL:0000748 | CL:0002585 | CL:0000740 | CL:0002586 | CL:0009005 | CL:0000151 | CL:1000331 | CL:1000330 | CL:0008011 | CL:0000189 | CL:1000495 | CL:0000192 | CL:0000019 | CL:0000034 | CL:0000499 | CL:0000114 | CL:0000388 | CL:0000893 | CL:0002673 | CL:1000329 | CL:0009011 | CL:0009012 | CL:0000169 | CL:0000921 | CL:0002062 | CL:0002063 | CL:0000359 | CL:0002543,adipose tissue | bladder organ | blood | bone marrow | eye | heart | kidney | large intestine | liver | lung | lymph node | mammary gland | muscle tissue | pancreas | prostate gland | saliva-secreting gland | skin of body | small intestine | spleen | thymus | tongue | trachea | uterus | vasculature,481120,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression,PRIMARY,normal,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens
24,5a11f879-d1ef-458a-910c-9b0bdfca5ebf,Tabula Sapiens - Endothelial,female | male,33-year-old human stage | 37-year-old human stage | 38-year-old human stage | 40-year-old human stage | 46-year-old human stage | 56-year-old human stage | 57-year-old human stage | 59-year-old human stage | 61-year-old human stage | 67-year-old human stage | 69-year-old human stage | 74-year-old human stage,African American or Afro-Caribbean | European | Hispanic or Latin American,blood vessel endothelial cell | capillary endothelial cell | cardiac endothelial cell | endothelial cell | endothelial cell of artery | endothelial cell of hepatic sinusoid | endothelial cell of lymphatic vessel | endothelial cell of vascular tree | gut endothelial cell | lung microvascular endothelial cell | retinal blood vessel endothelial cell | vein endothelial cell,CL:0000071 | CL:0002144 | CL:0010008 | CL:0000115 | CL:1000413 | CL:1000398 | CL:0002138 | CL:0002139 | CL:0000131 | CL:2000016 | CL:0002585 | CL:0002543,adipose tissue | bladder organ | eye | heart | kidney | large intestine | liver | lung | lymph node | mammary gland | muscle tissue | pancreas | prostate gland | saliva-secreting gland | skin of body | small intestine | spleen | thymus | tongue | trachea | uterus | vasculature,32701,False,10.1002/ajmg.a.61700,http://dx.doi.org/10.1002/ajmg.a.61700,Tabula Sapiens: An Atlas of Single‐Cell Gene Expression,SECONDARY,normal,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens
